id	antiHormonal_20m_ESR1_letrozole_2m_1	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_CYP19A1_letrozole_2m_2	antiHormonal_18m_ESR1_no_3	antiHormonal_20m_ESR1_no_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_ESR1_no_3	aging_24m_CYP19A1_12m_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_30m_CYP19A1_18m_2	antiHormonal_20m_CYP19A1_no_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_12m_2	aging_24m_ESR1_6m_1	aging_12m_ESR1_no_2	aging_12m_CYP19A1_1w_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	antiHormonal_18m_ESR1_no_1	aging_24m_CYP19A1_12m_3	aging_30m_ESR1_18m_3	aging_18m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_no_3	aging_24m_ESR1_12m_3	aging_30m_ESR1_18m_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_ESR1_12m_1	aging_18m_ESR1_1w_2	antiHormonal_18m_CYP19A1_no_3	aging_24m_CYP19A1_no_2	aging_12m_ESR1_no_1	aging_12m_ESR1_1w_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	aging_18m_CYP19A1_1w_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_1	aging_18m_CYP19A1_no_3	aging_12m_CYP19A1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_18m_ESR1_no_1	aging_24m_CYP19A1_6m_2	aging_24m_ESR1_no_2	aging_24m_ESR1_6m_2	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_18m_ESR1_1w_1	aging_30m_CYP19A1_18m_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_24m_CYP19A1_no_3	aging_24m_CYP19A1_no_1	aging_12m_ESR1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_12m_2	aging_30m_ESR1_18m_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_ESR1_no_3	aging_24m_ESR1_no_3	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_1w_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_2	aging_12m_CYP19A1_1w_2
chr15:34388869-34388992:+																																		1																																						
chr18:58032471-58033065:+				1																																																																				
chr4:149336197-149338208:-				1														1																																																						
chr17:86405939-86416762:-											1																						2																			1										1										
chr4:139082122-139082496:+																																																								1																
chr9:110401014-110423828:+							1																																																																	
chr7:141038890-141038941:+								2																																																																
chr2:28570217-28571176:+																																1																																								
chr17:75532150-75534236:+			1					1			1	3										1	2		2	3		1							1											1	3					2			1						1							1				
chr3:41546117-41555918:+																																																																							1	
chr18:38584607-38589174:+																							1			1																				1	1						1															1				
chr7:66966539-66966730:-																																																					1																			
chr18:80180698-80185984:-																																																								1																
chr3:126564433-126604336:+		1		1										1																								1																														1	1		1	1
chr4:58068356-58082818:-																																																																	1							
chrX:55524989-55526814:+																													1																																											
chr15:57915619-57927576:-					1						1	1						1									1																											1																		
chr15:76764938-76765438:+																			1																																																					
chr2:76620222-76620522:-																											1																																													
chr6:147434773-147437289:+																																																									1															
chr12:51666596-51676290:-								2						1						1																				1		1			1											1														2		
chr15:7319264-7347831:-																																										1			1																											
chr2:155140965-155177343:-																																																							1																	
chr5:113089498-113109514:-																							1																																	1					1											
chr6:108458183-108458384:+																																											1																													
chr1:92969806-92974492:-																																																							1																	
chr13:92603484-92614461:-					1																																																																			
chr11:90426305-90491106:-																										1																																														
chr7:99245313-99246242:+																																2						1																		1						1				1						
chr12:21395621-21404014:-					1																																																																			
chr11:23327554-23331379:+																																						1																																		
chr11:53174926-53179991:-																																																			1			1																	1	
chr8:47951688-47975482:-																															1																																									
chr16:31600599-31615828:+																																																																				1		1		
chr8:94700686-94712100:-					1																																																																			
chr16:10335551-10338918:+																																				1																																				
chr10:33059949-33109922:+																																																								1	2															
chr1:146558313-146577584:+																											1																																													
chr6:140532034-140537490:+																																																				1																				
chr11:51493279-51493419:-										1																																																														
chr1:165432344-165433177:-											1																																																													
chr13:46858644-46863158:-																									1																																															
chr5:35730266-35731423:-																																																																				1				
chr11:4608214-4609384:+			1				2					1			1													1						1						1							1					2																				
chr10:84815911-84828128:+														1																				1																																						
chr3:27592097-27736963:-																																																																					1			
chr19:37253913-37308011:-																																																																							1	
chr11:79905968-79916780:+																				1				1								1										1			1		1																									
chr17:84516334-84516719:+																																																			1																					
chr10:33033008-33034274:+																		1					1		1							1															1				1																				1	
chr5:4004791-4026326:+																																											1											1																		
chr7:89618712-89618778:-																																																								1																
chr9:100658808-100668749:+																																																						1																		
chr12:55804710-55809522:-				1	1																																									1											1	1														
chr11:103801268-103821641:-																					1		1																																																	
chr3:33884805-33895337:-																																																										1														
chr16:20032145-20033124:+																											1																																													
chr2:119454598-119474381:+																																				1																																				
chr5:5277163-5277258:-																																																										1														
chr4:139209768-139212686:+							1																																																																	
chr17:35361360-35361398:+																				1			1						1			1						1													1	1				1																
chr19:8892288-8892868:+																																															1																									
chr1:128095629-128124834:+																															1																																									
chr15:72922443-72924156:-																																														1																										
chr8:124653868-124657742:-																																																																	1							
chr8:15167596-15172469:+															1																																																									
chr11:79344628-79354121:+																																						1																																		
chr1:60532696-60542754:-																																										1			1																											
chr7:80741894-80744802:+																																															1										1															
chr2:69485842-69491442:+																																																				1			1																	
chrX:139965811-139965886:-																																																									1															
chr19:26597083-26631911:+																																			1																																					
chr2:153258563-153260065:-																																				1																																				
chr1:24767626-24787959:+							1																																																																	
chr4:155980567-155986873:+								1																									1																																							
chr9:55087756-55102803:+																												1																			1																									
chr11:83877639-83885288:+																												1																																												
chr5:75767685-75770211:+																																		1																																						
chr5:143699290-143701835:-																																	1																																							
chr19:57661550-57744050:+																																						1																																	1	
chr14:33792452-33792482:+																																																													1											
chr13:74328553-74330506:-											1																																																													
chr2:14120627-14146688:+																		1													2																																									
chr10:69756267-69768326:+																										1																																														
chr17:29496830-29501865:+														1																																																										
chr1:80264615-80267959:-																																															1																									
chr13:59621501-59692265:-																							1						1				1																								1															
chr16:3955229-3997997:-					1									1														1													1	1			1																										1	
chr2:27638623-27642453:+																																1																																								
chr1:190603788-190617624:-																																																									1															
chr5:124135426-124135543:+					1																																																	1																		
chr15:89236806-89237158:-																																																														1										
chr1:16460044-16510682:-																																																			1											1										
chr7:92550366-92554420:+																								1																																		1														
chr9:35127109-35127192:+																																		1																																						
chr8:15028436-15030709:+																																																			1																					
chr2:52052916-52053021:-																																																																							1	
chr6:144062169-144100949:-							1														1		1													1		1								1																						1			1	
chr11:57378392-57396183:-											1																																																													
chr3:116142102-116160355:-							1			1																								2						2																														2		
chr1:68599654-68779692:-																																																							1																	
chr10:94554713-94564584:+																																																																	1							
chrX:101652647-101669276:-		1																																												2																										
chr8:25480282-25493352:-					1																																																																			
chr12:59043921-59052102:-					1															1			1																													1																1				
chr17:29909281-29910398:+																																							1																																	
chr2:118448186-118453666:+																																																									1					1										
chr3:146615260-146673924:+																																																																				1				
chr7:132549772-132568423:+						1															1							1																																						1				1		
chr12:110862520-110881912:+								1																																																															1	
chr9:20841420-20849442:-											1																																																													
chr15:100013725-100040028:+				1		2																																1																		1										1						
chr10:33181032-33219119:+																																																									1															
chr9:70647356-70661607:+															1																																																									
chr12:83707368-83715282:+																										1																																														
chr4:42983581-42984303:-																												1																																												
chr2:126300162-126322606:-																													1																																											
chr7:98628842-98665881:-																																																																		1						
chr10:89608448-89630486:+							1																																																																	
chr16:70230432-70358029:+												1																																																												
chr10:21212974-21217608:+																			1																																																					
chr16:56377241-56395517:+							1																										1		1											1											1												2			
chr14:120640783-120641889:+																							1																																																	
chr14:65089333-65125109:-																																																								1																
chr2:120637239-120653089:-					1																																																																			
chr16:45004172-45004206:+																															1																																									
chr11:106562567-106590711:-																																				1																																				
chr1:105631655-105669085:+																																																																						1		
chr1:66812064-66841327:-		1	1				1														3	1	3			1	2	2	1		2			1	1	2	1	2			1			1			2								4	2	1					1							1	1	2	
chr7:5095964-5096287:+											1																																																													
chr17:35378405-35378755:-																													1																																											
chr4:150515979-150584508:+				1																																																																				
chr13:8892765-8911301:-											2	1																																																					1							
chr16:3932637-3935532:-																																																																							1	
chr7:110387816-110390554:+																																										1			1				1																							
chr16:95210593-95210811:-																																																																							1	
chr10:76554206-76554377:-		1																									1					1						1																												1						
chr5:5245277-5277258:-			1																																																																					
chr5:35237099-35237899:+																							1																																																	
chr7:98737307-98758304:-								1																																								1																								
chr2:51566145-51591821:-																															1																1																									
chr9:51143531-51144543:+																																																																					1			
chr7:109968598-109970864:-				1																																																																				
chr15:25722255-25726609:+																						1																																																		
chr3:89353586-89353718:+																									1																																															
chr16:33545794-33547966:+																									1																																															
chr1:88917833-88919500:-																																				1																																				
chr4:9529885-9532065:-			2								2	1		1								1	1	1										1	1	2		1		2			1				1		1		1	1			1	1	3								1				1			
chr10:8690004-8726235:-				1																																1																																				
chr8:18679561-18691681:+																																						1		1																																
chr8:84451783-84454840:-																																										1			1																											
chr4:149291174-149342460:-																																																																	2							
chr14:26180564-26204121:-				1																																																																				
chr4:53679793-53696978:+																										1																																														
chr2:30036663-30037537:+																																1																								1																
chr5:67482016-67492011:+																										1																																														
chr17:33797066-33797323:+																																																													1											
chr19:55486942-55487736:+																																																																	1							
chrX:74490761-74493751:+						1																																																																	1	
chr9:15185580-15185881:-										1																																																														
chr1:134762172-134793698:-											1																											1		1						2																										
chr5:146893596-146896086:-																								1																																																
chr5:102020697-102020861:-																																																							1																	
chr13:49038748-49045566:-																																																																							1	
chr9:66377519-66379255:+			2																			2																																1															2			
chr3:86192303-86198829:+														1																																																										
chr1:191807838-191810327:-														1									1																			2			2		1					1																				
chr10:59563778-59576644:+																															1																																									
chr2:143815388-143832186:-																																		1																																						
chr6:125113875-125118465:+																																						1																																		
chr4:128901578-128901797:+																																																										1														
chr4:86029053-86075108:+																																																																				1				
chr3:68835059-68843254:-				1																	1																																													3						
chr9:59686825-59711294:+						1												1									1															1			1																											
chr4:11234570-11248311:-														1																																																										
chr1:180408097-180413555:+																																																																					1			
chr16:93667251-93670282:+																																																																						1		
chr1:43794858-43804169:-																																																								3																
chr15:85693342-85693412:-			1																																																																					
chr2:156335823-156371390:+										1																																																														
chr5:31942921-31988503:+				1																																																										1										
chr10:68584205-68587158:+																																	1													1												1														
chr13:91828708-91839057:+																																					1																																			
chr1:162537851-162552438:-					1																																																																			
chr14:64975054-64975109:+										1																																																														
chr16:18737725-18753929:+																																	1																																							
chr5:30462709-30469453:+														1																																																										
chr1:174949293-174950561:-																							1															1																																		
chr1:131940763-131947204:+																																								1																																
chr16:15469404-15470100:+																																																			1																					
chr13:56851635-56851663:+			1																																																																					
chr13:21632654-21633443:-																						1																																																		
chr12:76337754-76344358:+																																						1																																		
chr15:6803289-6811247:+																													1																																											
chr7:128283971-128287008:+																																			1																																					
chr14:47901212-47907755:+																																						1																																		
chrX:161594287-161594591:-											1																																																													
chr17:64280059-64344659:+											1																																																			1										
chr2:94157042-94163397:-											1																								1																																					
chr2:91393098-91394793:+																																																																	1							
chr9:96114734-96192741:+																																																																		1						
chr12:82005456-82005628:+																																																																								1
chr3:159603092-159606991:+															1																																																									
chr7:127523690-127523732:+																																																	1																							
chr15:11237619-11263539:+																																																													1											
chr18:33943271-33994290:-																																																						1																		
chr14:60526991-60530958:+								1																																																															1	
chr19:8851619-8852496:+																								1																																																
chr18:38384138-38384453:+																																															1																			2						
chr8:82583320-82583400:+																																														1																										
chr17:66144678-66145019:+										1											1		1													1																																				
chr19:7211561-7212427:-																		1																																																						
chr3:132846533-132859918:-																																		1																																						
chr4:81245101-81254111:-								1														2									1		1							2													1																			
chr2:11767835-11768680:-																																																						1																		
chr8:106508911-106513426:-																																																							2																	
chr2:154187785-154192793:-																																																										1													1	
chr2:153194108-153199098:+		3		1				1	1			1		1						1	1	1		1		1			4		4			1			1		2	1	1											1						1			1				2			3	1			
chr16:35820551-35823320:+														1																					3							1			1																											1
chr4:9624359-9639347:-																							1																																																	
chr5:90009157-90009564:-																							1																																													2				
chr6:86424292-86442945:+																																																					1	1																		
chr2:80348238-80355021:-																																																								2					1											
chr2:76669155-76669239:-		2	6	5			2	1	1	3		3		5	1					3	4	3	1	1	3		2	9	2		1	2		1		1		6	2		2	3	1		3	5	8				7				6	2	3	2							4	6		3	4		3	
chr3:132456947-132521110:+								1													1																										1									1										2						
chr7:112882727-112892502:+														2																																																										
chr12:80228134-80231673:-																																																										1														
chr1:105931829-105947635:+												1											1																																							1										
chr9:65758648-65804212:-												1																																																												
chr14:31930113-31939691:+																		1			1								2					1																																						
chr18:63888106-63893856:+							1	1																																1																																
chr7:73091333-73099039:-																						1																																																		
chr18:76033618-76144761:+																																																				1																				
chr4:41209352-41218363:-				1																																																																				
chr14:73433855-73434545:-					1																																																																			
chr13:59969950-59970446:-					1																																																																			
chr12:71106835-71110098:+				1																	1	1	1					1						1																																1		1				
chr10:76188742-76237369:-																															1																																									
chr6:128219363-128228949:-																																																				1																				
chr7:78100634-78167241:-								1														1																																																		
chr18:82518851-82540262:+																																																										2														
chr11:57931216-57934876:+							2														1																		1				2			1										1						1										1
chr17:29210271-29211442:-								2		1	1										1	1																		1																	1									3						
chr16:17125566-17130335:-																															1																																									
chr4:105051999-105076701:+				1							1															1					1					1																																				
chr5:132287762-132287975:-					1					1	1	1										2		1		1	1				1			1		1																				1	3									1				2		
chr15:97647886-97655986:-																																																																								1
chr11:60096085-60096681:-																						1																																																		
chr4:152125503-152126101:+																									1																																															
chr13:38234199-38236348:+																																	1																																							
chr19:47271459-47302605:-		5			1	1					1						1	1	1			2		1										2												1	3											1							1				1		1	
chr17:17791135-17795649:-			1																	1																																																				
chr2:155024077-155034130:+										1												1																2								1																										
chr5:97202710-97204885:+																																																			1																					
chr4:41174040-41183342:+																																																																				1				
chr1:165347004-165375810:+																																																														1										
chr4:137961644-137961722:+			1																																																																					
chr11:84896633-84897905:-																			1																																																					
chr4:43656181-43656358:-																																		1																																1						
chr1:74539114-74539259:-																															1																																									
chr8:124117517-124119976:+																																		1																																						
chr10:20294477-20319115:-																																									1						1																									
chr11:98886069-98886799:-																																										1			1																											
chr3:85572659-85573273:-																																															1																									
chr6:88066970-88067277:+					1						1															1							1			1	1																																			
chr3:108241881-108248021:+											1																																																										1			
chr1:60144469-60171192:+																								1																																																
chr11:75982967-75983046:-																																																								1																
chr9:67245491-67300986:-					1																																																																			
chr14:70388460-70390206:-											1																								2					1																																
chr1:11202561-11226582:+																																																									1															
chr4:156314900-156314961:-																																	1																																							
chr18:80879569-80879646:-																																						1																																		
chr5:67840100-67840273:-																																									1																															
chr6:41676181-41678846:-																																																								1																
chr5:67889511-67895825:-																																																																				1				
chr15:84058468-84058678:+																					1																																																			
chr15:35617743-35709959:+																							1																																																	
chr14:76352480-76353208:+																											1																													1																
chr17:11522476-11711681:+																																																			1																					
chr12:54817503-54830904:-																																																																				1				
chr2:135186077-135241286:+																																										1			1																											
chr5:110833128-110833217:-																																																																	1							
chr9:45884239-45890027:-							1					1		1												1																																				1			1							1
chr5:87823585-87824615:+								1			1							3			4		1	4						1				1			1															1				3												1		1		
chr18:6061846-6064421:-																																			2																																					
chr7:44507586-44510483:+				1																																																																				
chr2:76708246-76708525:-																													1																																											
chr12:84171248-84183411:+														1																	1																																			1						
chr15:78773202-78774068:+																				1																																																				
chr1:190617530-190620961:-																													1					1																																						
chr12:17015172-17015239:+																																						1																																		
chr2:119781566-119788844:+			1																																											1											1															
chr17:8394372-8394410:+							1				1													1				2	1				1	2	1	1		2															1									1			1			1	1			
chr8:89054857-89055264:+																			1																																																					
chr9:21480750-21480876:+																					1																																																			
chrX:163125469-163152108:+																													1																																											
chr13:92003856-92011456:-																																																																	1							
chr7:127127567-127134133:+								1																											2			1		1																																
chr5:87842678-87842743:-																					1																																																			
chr1:134162350-134162400:-																												1																																												
chr14:27762299-28039271:+												1																																																												
chr9:98942353-98943783:-																																											1																													
chr15:37973146-37973702:-																																														1																										
chr11:23332553-23351578:+		1																											1																																											
chr4:47383748-47396585:+			1						1																																													3														1	1			
chr10:25336689-25349061:+						2								2																							1			1							1					1		1												1		2	1			
chr3:27480182-27483179:-						1																																																																		
chr5:96230728-96254164:-		1																																																																						
chr8:86628505-86628586:+				1																																																																				
chr11:84083904-84136683:+																							1																																																	
chr8:15024975-15033912:+																																											1																		1											
chr4:86695949-86699948:+		1																		1													1																																				1			
chr7:122999660-123003707:+					1																																																																			
chr11:117643802-117646932:+												1																										1				1	1		1	1																										
chr5:107710110-107721788:-		1		1																																																														1						
chrX:6492882-6503071:+																																				1																																				
chr19:16659233-16723442:-							1																																																																	
chr18:76395510-76426055:+																			1				1																																						1											
chr8:122701165-122734530:+																																							1																																	
chr11:59635577-59663043:+																					1																																																			
chr11:120295031-120312367:-																													1																																											
chr11:100480723-100483799:-																																		2																																						
chr6:32945135-32985499:-																																																																							1	1
chr19:5516784-5517050:-																							1																																																	
chr7:16014522-16014866:-																																																				1																				
chr11:97103105-97104704:-																																																																					1			
chr19:53609019-53610337:+										1	2																									1										1					1					1						1				1		1				
chr17:26401463-26403288:+																																																				1																				
chr16:16137315-16158931:-																								1																																																
chr1:86101278-86140827:+																																						1																																		
chr6:8216099-8216369:+																																																																		1						
chr8:12671798-12691207:-																						2																																																		
chr9:121560543-121575054:+																																										1			1																											
chr5:108479840-108486612:+																																																																				1				
chr1:58625829-58625943:+																											1																																													
chr11:104193186-104197584:+																												1																													1															
chr2:76693617-76698429:-																												2																																												
chr9:103103350-103104036:-			1																																																																					
chr1:34225899-34233301:+																									1																																															
chrX:93141912-93157869:-																													1																																											
chr2:128518021-128526583:-																																										1			1																											
chr6:83350121-83350175:-			1																																																																					
chr18:61285256-61296100:-																																																			1					1																
chr15:34114169-34118256:+																																																																		1						
chr1:194703693-194706714:+																																																																				1				
chr13:30033921-30038924:-										2		1										1	1								1		2									2			2		1				1																					
chr2:155803791-155818478:+																									1			1																																												
chr11:48693247-48693283:+																													1																																											
chr5:25534020-25535898:-																									1																												1																			
chr7:25084416-25084604:-																																																									1															
chr5:118809077-118819036:+		1			1			1			1			1					1					1	1	1	1							2						1		1			1				1		1							1			1					2		2				
chr7:4743817-4743854:+												1																																																												
chr4:97671318-97929916:+														2				1																																																						
chr2:62195156-62195271:-																																						1																																		
chr3:89945621-89945676:-																																														1															1											
chr4:109567986-109614882:+																																																						1																		
chr5:43863398-43877788:+																																																																1								
chr19:53205231-53215160:+																																																																	1							
chr18:5748693-5761433:+						1																				1							1																																							
chr11:47016361-47085959:-										1																		1						1																																						
chr14:30901792-30907382:-																																			1									1																												
chr4:123268107-123268719:-					1																																																															1				
chr15:76485137-76485537:-																																						1																														1				
chr11:101104549-101106128:-																																								1																																
chr2:3773832-3779605:+																																																						1																		
chr11:17169013-17179866:+																																																								1																
chr1:181758242-181789484:-																																																																1								
chr14:75013020-75033531:-		2																			1																			1																																
chr5:29802066-29807345:+			1																																																																					
chr18:63998355-64060419:+																					1																																																			
chr13:59630330-59676332:-																				1																																						1														
chr4:98312512-98344501:+																										1																																														
chr17:37161547-37163585:+																																																														1										
chr1:105939431-105947635:+		1								2																		2	1		1									1				1			1													1		1										
chr2:142532498-142582911:-																							1																																																	
chr11:85445015-85467708:+																							1																																						1											
chr2:121981353-121981632:+											1																																																													
chr11:103228550-103231230:-																																																			1																					
chr6:108394849-108394961:+																																																			1																					
chr2:166687369-166710963:+																																																				1																				
chr11:64870543-64878970:+																																																							1																	
chr17:24790494-24791083:+					1									1				1																					1														1																			
chr15:57915619-57932825:-							2							1															1											2													1				2															
chr1:36873696-36873993:-																																																																							1	
chr2:11748436-11753945:-																																								1																																
chr17:25424572-25432080:+																																																							1																	
chr19:53196206-53196247:-																	1																																																							
chr10:76255811-76259059:-																				1																																																				
chr7:122189267-122200053:+																					1																																																			
chr6:148928665-148928780:-																																																								1																
chr6:52789087-52871056:-																															1																																									
chr11:62174422-62176711:+																																						1																																		
chr14:104740782-104747873:-											1			1																								4		1												1																	1			
chr2:4518599-4542136:+																				1																																																				
chr8:106058207-106058273:-																								1																																																
chr8:3494888-3497090:+																	1																																																							
chr2:161977131-161977425:-																				1	1																									1															1											
chr5:110866952-110883512:-																																															1																									
chr1:69609651-69617206:-																																																										1														
chr5:36677787-36682392:-							1			1													1					1																																												
chr1:131890767-131896918:+											1																																																													
chr5:110364699-110366082:+											1																																																													
chr17:24826410-24827162:-																																		1																																						
chr17:17765072-17799634:-																																																			1																					
chr9:109964636-109993945:+																																																									1															
chr2:146273737-146295372:-																																																								1																
chr2:155253444-155282705:-												1																																																												
chr11:51612641-51620405:-																		2																																																						
chr15:88591236-88598220:-																							1																																																	
chr2:39094844-39101065:-		1								1									1												1																																									
chr7:80930925-80945514:+							1																																																																1	
chr5:87824597-87824996:+											1										1									1										1																2						1								1		
chrX:99353599-99435990:+																																																																							1	
chr4:59207760-59213977:+																													1				1					1																		2																
chr17:56317987-56319343:+																															2																																									
chr12:78551390-78609672:+																																			1																																					
chr1:34155198-34174337:+																																															1																									
chr3:88873118-88909181:+																																																																				2				
chr13:111893146-111900114:-					1																													1																																1						
chr1:87859653-87864140:+												1																																																												
chr2:156065254-156106280:+																								1																																																
chr2:35830685-35834971:-											2																																																													
chr15:75947499-75947585:-																												1																																												
chr17:85301107-85301967:+																															1																																									
chr10:76554206-76554251:-				1																																																																				
chr2:34319529-34334418:+								1																			1	1																										1												1						
chr7:109821116-109821192:+																																																									2															
chr2:103599779-103608445:-																																																																				1				
chr7:58896920-58934572:+										1																																																														
chr1:63132443-63144918:-																																																				1																				
chr7:35330567-35336027:+																																																				1																			1	
chr2:44907408-45003104:-																																																			1																		2			
chr5:107553897-107574814:+				1																																																																				
chrX:47019247-47037237:+				1			1				1										1	1						1	1		2							1									1								1	1	1									3					1	
chr11:98109899-98115457:+																																																														1										
chr12:38150362-38177382:+																									1																																															
chr14:34061975-34062070:+																																														1																										
chr7:24607182-24607232:+																								1																																																
chr6:30487373-30492721:-																																											1																													
chr2:146871414-146878715:+																																																																				1				
chr12:110759547-110763441:+							1																																																																	
chr19:11452637-11457763:+								1															1																																																	
chr2:5993197-6015239:+																											1																																													
chr13:64252546-64260815:-																										1																																														
chr1:119532957-119570388:-																																			3																																					
chr6:83905634-83930124:+																																																														1										
chr13:50429267-50430706:+							1																																																																	
chr4:126919647-126920679:+										1																																																														
chr15:79261246-79262913:-															1								1																																																	
