circ_id	gene_id	antiHormonal_20m_ESR1_tamoxifen_2m_3	aging_24m_ESR1_6m_2	aging_24m_CYP19A1_no_3	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_3	aging_24m_CYP19A1_6m_3	aging_12m_ESR1_no_2	antiHormonal_18m_ESR1_no_1	aging_12m_ESR1_no_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_no_2	aging_24m_ESR1_6m_3	aging_18m_ESR1_no_1	aging_12m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_18m_ESR1_no_3	aging_24m_CYP19A1_12m_1	aging_30m_CYP19A1_18m_3	aging_24m_CYP19A1_6m_2	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_1	aging_24m_ESR1_12m_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_3	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_24m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_1w_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_no_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_6m_1	antiHormonal_20m_ESR1_letrozole_2m_1	aging_24m_ESR1_no_1	aging_24m_ESR1_12m_1	antiHormonal_20m_ESR1_no_3	aging_24m_CYP19A1_12m_3	aging_24m_CYP19A1_6m_1	aging_12m_CYP19A1_no_3	aging_12m_CYP19A1_no_2	aging_30m_ESR1_18m_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_30m_ESR1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_18m_CYP19A1_1w_3	aging_12m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_no_2	aging_18m_CYP19A1_no_3	aging_24m_ESR1_12m_3	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_1	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_no_3	aging_30m_CYP19A1_18m_1	aging_18m_ESR1_1w_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	aging_18m_CYP19A1_no_1
chr9:75170267-75183330:+																																																		1																							
chr9:75192229-75193748:+																	1																																													1											
chr9:75195331-75198218:+																																																														1											
chr9:75201208-75201362:+																																																									1																
chr9:75201208-75203442:+																					1																																																				
chr9:75202444-75203442:+			2																																																																				1		
chr9:75352517-75353275:+																																																			1																						
chr9:75355584-75357854:+																2																																																									
chr9:75364340-75368385:+																						2																																																			
chr9:75412122-75436807:-																																																													1												
chr9:75416596-75423877:-																							1																																																		
chr9:75418408-75423877:-																																	1													2																											
chr9:75436651-75439874:-											1				1																							1					1						1			1														1			1				
chr9:75669477-75676501:+											2																																																														
chr9:76409391-76410464:-					1									1																1																																											
chr9:76452622-76453125:-																																																		1																							
chr9:77045632-77048577:-																																																																							1		
chr9:77045632-77088678:-		2																							1			1																		2					1																			1			
chr9:77045632-77098019:-		1				2	1																																																																		
chr9:77045632-77124330:-																																			1																				1																		
chr9:77045632-77138236:-																																			1															1																							
chr9:77072047-77081285:-																	1													1			1																			1																					
chr9:77072047-77088678:-														1																																					3	1											2			1		1					
chr9:77072047-77098019:-		2	1	3		6	2			8	1		2	1	1		10		1			1							1				2	4	3		1	1			1	3			2	1	5			3	1	8					3		3	1			3		6	2	3	4			1	3	
chr9:77072047-77124330:-				1													2										1							1																															1						1		
chr9:77072047-77138236:-																1	1			1		1	1		1									1				1	1	1											2	1			1													1			1		1
chr9:77072047-77138311:-																																																				1																					
chr9:77072047-77151009:-										1			1																										2								1																										2
chr9:77081241-77088678:-																																													1																												
chr9:77081241-77098019:-														1			2																														2																		1								
chr9:77081241-77124330:-			3									2	1	1	1	1	1		1	2			1					2					3	2	2			1	2							1	4			3					4			1							1			1				2	2
chr9:77081241-77138236:-										1																																			2						3					2																	
chr9:77081241-77138311:-										1									1																																																			2			
chr9:77088634-77124330:-																	1																				1				1					1																											
chr9:77088634-77138236:-													1							1																				1		2																															
chr9:77097606-77098019:-																																							1																		1																1
chr9:77097606-77138236:-																						2																																								1											
chr9:77124259-77138236:-			3	3		4	7			5		6	2	3	3		9		1			7	3	2	1			5			2	2	4	5	3	1			2			5		3	5	7	1			5	3	7		1	2	4	2	2	2	1					3		3			3		7	2
chr9:77124259-77138311:-			1				1	1		1						2	6					5	1				2	1		1	1		2			2		1		1											1	6				2		1							3	6							
chr9:77124259-77151009:-																	1												1	1	1																					1			1	3		1															
chr9:77136767-77138236:-							3										4		2						1						1		2					1				3								3															1				2				
chr9:77136767-77138284:-								1																																																																	
chr9:77136767-77138311:-																	3		3	1																1		1																																	2		
chr9:77136767-77151009:-											1									1																									2		3					2	1					1							1								
chr9:77146674-77151009:-																1																		1																																							
chr9:77201492-77202343:+																																								1											1																						
chr9:77358640-77365409:-															1																																																										
chr9:77446614-77446758:-																																			1																																						
chr9:77562409-77563129:+														1																																																											
chr9:77682361-77686917:+											1				1		1																																		3											1							3				
chr9:77864423-77868335:+																					1																						1																														
chr9:77883067-77890128:+																																																				1																					
chr9:77884141-77887195:-																						1																							1																												
chr9:78002427-78003280:-																										1																										1																					
chr9:78005628-78008968:-					1																																																																				
chr9:78005628-78011636:-																												1												1																																	
chr9:78007070-78011636:-												1			1																																																										
chr9:78038577-78048555:+										1				2																						1											1	1																		1							
chr9:78042878-78047379:+																																																			1	1			1																2		
chr9:78042878-78048555:+																		1																																																							
chr9:78057811-78068093:+																																		2					1																																		1
chr9:78356701-78357117:+																		1																																1																							
chr9:78360046-78378073:+																	1																																																								
chr9:78364492-78365329:+									3			1	1															1				1	1																1													1	1										
chr9:78364492-78368319:+			2		1																						1																																									1					
chr9:78364492-78372284:+																							1																																																		
chr9:78364492-78381186:+																													1																																												
chr9:78368104-78368876:+											1																																														1																
chr9:78368115-78372284:+																																													1																												
chr9:78368802-78378073:+																																		1																													2										
chr9:78372166-78378073:+				1		2																																																	1																		
chr9:78464739-78468088:-															2				1																			1				1		1						1																1							
chr9:78464739-78484545:-																																							1																																		1
chr9:78466293-78482035:-																																																												1													
chr9:78478304-78485989:-																													1									1																																			
chr9:78481932-78485989:-																																						1																											1								
chr9:79546954-79555003:-																																						1																																			
chr9:79681459-79687930:-																																																																				1					
chr9:79684506-79687930:-																																																																		1							
chr9:79708877-79709040:-																																															1																										
chr9:79723122-79727988:-			2	1																								1		1					1			1							1			1			1	1		1		1	1	2							2					3		2	
chr9:79725180-79727988:-								1		1							1																			1																							1				3										
chr9:79742816-79742982:-																																																																	2								
chr9:79760904-79767535:-		3										1		2		1							1		1			1		1										1					1						1								2							1							
chr9:79760904-79805758:-																																			1																														1								
chr9:79880451-79880586:-																																	1																																								
chr9:79989610-80000923:+																								2																																																1	
chr9:79994697-80011046:+																																																														1											
chr9:79994712-80000923:+			2												1				1						2	2	2						1				1			2		1			1	1			3	1	2			1		1		1	2			1		1	1	1		1			2		
chr9:79994712-80006188:+											1		1																						1																																						
chr9:79994712-80011046:+				3	4	6		2		5	2			5	3	2	3		3	3	4		6	3	1	2		2		1	2	1	2	2	3	2		5	6	2	1	2			6	6	4	1	3	1	5	5	1		2		2			2		2	2	3	2	1		6		7	3	2	6
chr9:79994712-80018735:+													1					1														1								2														1					1														
chr9:79997131-80000923:+		1										3																	1					2						2													1									1			1								
chr9:79997131-80011046:+												1				1																											1																														
chr9:79999549-80000923:+														1							1				1																			1																													
chr9:79999549-80011046:+																					1								1										2					1																		1				1						1	2
chr9:79999549-80018735:+																1										1	1											1											2																								
chr9:80006168-80040263:+														1																																																											
chr9:80010976-80021396:+																												1							1																																		1				
chr9:80010976-80031228:+																																				1																										1	1			1		1					
chr9:80010976-80040263:+		1																																																																							
chr9:80025760-80028642:+														1																																																											
chr9:80029146-80031228:+					1																					1																																															
chr9:80029146-80040263:+																				2																																										1											
chr9:80033425-80040263:+																																	1																									1															
chr9:80043740-80051276:+																																																										1															
chr9:80136140-80153841:+																																																				2																					
chr9:80181205-80210581:+																							1																																																		
chr9:80188743-80195498:+														1						1								1										1						2						1				1																		1	
chr9:80217777-80217939:+																																																											1														
chr9:82763723-82772525:-																					1																																																				
chr9:82772167-82789111:-																																																																							1		
chr9:82776287-82812427:-					1																																																																				
chr9:82782675-82798077:-											1																					1																																									
chr9:82782675-82814639:-																																																																		1							
chr9:82782675-82841904:-														1					1																																																						
chr9:82788994-82812427:-																																																			1																						
chr9:82808450-82810251:-																		1																																																							
chr9:82808450-82815120:-		1	1																						1	1						3	2					2																3	1			1											2				
chr9:82808450-82827971:-		1							1					1						2							1									1						1								3		1	2					2	1		1	1	2	1							1		
chr9:82808450-82841904:-			2						1					1					3	1		1	1			1			2	1		1									1									1		3		1				1							1		2	1		2			
chr9:82808450-82857199:-																																																			1																						
chr9:82814899-82841904:-																																																			2																						
chr9:82827811-82841904:-																	2																			1																					1			1					1	1	1				1		
chr9:83305076-83309014:-																													1																								1				1																
chr9:83305076-83311001:-																																																																		1							
chr9:83727966-83732761:+																																																																							1		
chr9:83834577-83873875:+			1																																		3						2	1	2					3					1	1																	
chr9:83834577-83894672:+		1											1			1		2	1						1											1				1			1													3								1	3								
chr9:83834577-83951244:+																																								1																									1								
chr9:83870829-83892404:+		1																																																																							
chr9:83870829-83894672:+		5		6	7	4	7	1	6	2	4	4	6	3	5	6	2	5	4	2	4	6	5	4	6	5		2	3	4	1	7	7	5	3	4	3	4	5	14	2	5	6		3	3	8		8	7	2	5		2	2	2	6	2	7	7	4	5	3	5	4	4	1	3		7	6	6	5
chr9:83870829-83951244:+								1																												1																																					
chr9:85600948-85602002:-																														1																																											
chr9:85604328-85604502:-																																			1																																						
chr9:86254394-86322807:-						2									1			1			1				1			1																							1														1								
chr9:86254394-86330906:-								1				1																					1													2																1											
chr9:86304894-86309490:-						1															1																																																				
chr9:86304894-86322807:-						1				1												1	2			1		2		1		1							1	1		1				1	1				1								1			1					1			1	1		1
chr9:86304894-86330906:-			1															1						2						1				1		1																		1				1												1		1	
chr9:86304894-86334063:-								1	1							1			1																	3		1																																			
chr9:86367466-86376547:+															1																																																										
chr9:86379221-86379452:-																																						1																																			
chr9:86399020-86427446:+																1																													1		1																										
chr9:86441468-86444746:-																																									1																					2											
chr9:86441468-86451448:-																																																												1													
chr9:86449562-86451448:-																																																	1																								
chr9:86480772-86495691:-										1																						1																																							1		
chr9:86493906-86501887:-																																																											1											1			
chr9:86528364-86536771:-																	2								1																										1																				1		
chr9:86697483-86721707:-																																																																								2	
chr9:86914433-86923363:+																																																																		1							
chr9:87082034-87095031:-																																										1																															
chr9:87094905-87126398:-							1																																																			1															
chr9:87099121-87126398:-																												1																																													
chr9:87100558-87126398:-																													1																																												
chr9:87128675-87130505:+												2																																											1																		
chr9:88263535-88266063:-																																																									1																
chr9:88276420-88284031:-																																1																																									
chr9:88280292-88284321:-								1																																																																	
chr9:88286357-88302382:-																																1																																									
chr9:88302304-88305071:-																							1												1									1						1																							
chr9:88437033-88437329:-																																			1																																						
chr9:89942532-89944840:+																			1													1																				2											2					1					
chr9:89978556-89989355:-												1															1																					1																								1	
chr9:89992559-89993406:-									1																																																		1														
chr9:90123063-90131997:-																																1																																									
chr9:92353774-92364918:+																																																										1															
chr9:92353774-92365916:+					1																																																																				
chr9:92353774-92366999:+																																																									1																
chr9:92364695-92366999:+																																																															3										
chr9:94818363-94821614:+																																													1													1															
chr9:94818363-94842539:+																																1																																									
chr9:94887820-94902765:+																																																															1										
chr9:94901158-94902917:+																																																									1																
chr9:95019954-95023522:+																																														2																											
chr9:95109241-95111253:+					1							1	1					1			1											1						1																																	1		
chr9:95144691-95149941:-																																																											1														
chr9:95320032-95321254:-																																																																				1					
chr9:95374377-95375870:-																																																						1																			
chr9:95379503-95379648:+																1																																																									
chr9:95443340-95443492:+																																																							1																		
chr9:95598136-95614262:-										1																																																							2							1	
chr9:95598136-95625404:-																																1																																									
chr9:95642939-95644120:-									1																																																																
chr9:95751935-95752825:+																																																				1																					
chr9:95752673-95765261:+																									1																																																
chr9:95785716-95829294:+																																																															2										
chr9:95793456-95793698:-																																													1																												
chr9:95796990-95804960:+																																																																	1								
chr9:95802398-95829294:+																																	1																																								
chr9:95827141-95829294:+												1					1																1															1			1							1															
chr9:95855332-95908986:+																																																				1																					
chr9:95861188-95873340:+																												1																																													
chr9:95863828-95888165:+																																																																								2	
chr9:95873029-95888900:+		1																																										1																													
chr9:95880269-95881629:+																																																											2														
chr9:95880269-95888900:+																				1																																																					
chr9:95880269-95893712:+																	1																			1							2																														
chr9:95880269-95908986:+																																													1																												
chr9:95899804-95903928:+								1																											1			1																																			
chr9:95903859-95908986:+																																1							1																																		1
chr9:95904350-95904537:+															1																																																										
chr9:95917688-95921897:+																																																											1														
chr9:95917688-95921909:+																			1																																											1											
chr9:96011054-96015517:+																			1																						1																	1															
chr9:96011054-96022723:+																		1								1																																															
chr9:96011054-96037550:+																																																														2											
chr9:96053513-96061059:+																						1																		1																						1											
chr9:96084184-96105251:+					1																						2			1								2																														1		1			
chr9:96084184-96114801:+																									1					1			1											1												1																	
chr9:96084184-96129141:+		4															1						1				1	1		1																				2		2			1		3							1		1					1		
chr9:96084184-96155995:+							1												1									3														1			2			1								1																	
chr9:96084184-96192741:+																																																		1																							
chr9:96105147-96114801:+					2					1		1			1					1	1							1		1		2	1					1							2							1			1		1			1			4		1						1		
chr9:96105147-96155995:+																									2														1																		1						2										1
chr9:96105147-96169775:+																																			1																																				1		
chr9:96105147-96172680:+																																													1																												
chr9:96105147-96189004:+																																																																				1					
chr9:96105212-96114801:+										1																							1																			1							1							1				1			
chr9:96114735-96155995:+																			1																																1																						
chr9:96114735-96169775:+																																1																				1																					
chr9:96114735-96192741:+																																													1																												
chr9:96148775-96155995:+																	1																																																								
chr9:96155892-96192741:+																	1																			1																																					
chr9:96169654-96179823:+																																																	1													1											
chr9:96169654-96192741:+									2																											1																																					
chr9:96172633-96179823:+																				1																																																					
chr9:96179680-96189004:+																																1																																									
chr9:96182425-96192741:+											1																1																																							1							
chr9:96202461-96202703:+																																																												1													
chr9:96217432-96227946:-																							1																1																																		1
chr9:96220712-96227946:-																	1																																																			1					
chr9:96222255-96227946:-				3															2	2	1																	1											1					1					1			2							3				
chr9:96266269-96269214:-																														1																																											
chr9:96427642-96458440:-																																																						1																			
chr9:96434356-96442834:-																																																																1									
chr9:96439453-96450540:-																																																											1	1					1			1					
chr9:96439453-96454074:-										1			1						3																			1	1								1					1																					1
chr9:96441878-96442070:-																																														3																											
chr9:96442751-96454074:-																																								1																																	
chr9:96448069-96454074:-													1																																																												
chr9:96458339-96474079:-															1																																																										
chr9:96458339-96488249:-																1																																																									
chr9:96458339-96493552:-													1	1								1																	1										3	1				1				2														1	1
chr9:96462540-96493552:-																																																																							1		
chr9:96464796-96493552:-									1					1			1	2								1			1	1				1											1				1																1			2					
chr9:96474003-96488249:-					1																																																																				
chr9:96474003-96493552:-		10	10	8	17	18	9	2	15	9	13	15	12	15	13	17	8	12	9	17	16	7	8	10	9	13	8	15	6	14	4	17	12	12	2	8	7	12	16	14	6	12	9	6	16	9	14	4	28	12	19	12		13	6	9	9	12	6	7	3	16	22	6	11	7	1	9	9	11	9	16	16
chr9:96484766-96493552:-		4			6		4	3	9	1	4	1	2	5	5	7	2	5	5	6	6		3					2	4	4	5	3	3			6		5	14	4	3	5	3	1	4	1	2		6	4	5	8	2	7	4	4	6	3	2	1	2	3	2		10	2	6	5	3	2	4	6	14
chr9:96484766-96501130:-																																															1																										
chr9:96600263-96614366:-					1																															1																																		1			
chr9:98472088-98476209:-																																							1																																		1
chr9:98922974-98924722:-		1	1		2						1					1									1																					1					1									1												1	
chr9:98936024-98983453:-																	1																																																								
chr9:98972203-98987770:-																																																					1																				
chr9:98983228-99004429:-											1																																																														
chr9:98987584-99004429:-																																	1					1																																	1		
chr9:99193665-99194048:-																					1																																									1											
chr9:99362623-99370012:-																	1																												1																												
chr9:99369917-99384651:-																		1																																	1																						
chr9:99378204-99384651:-		1																																																																						1	
chr9:99378204-99387785:-																			1												1																																										
chr9:99379296-99384651:-					1																																																																				
chr9:99381346-99384651:-													1																																																												
chr9:99384565-99387785:-																											2							1																		1				1				1													
chr9:99387161-99387317:-														1																																																											
chr9:99418216-99419812:-																																																																		1							
chr9:99514690-99543158:+																																																							1																		
chr9:100348266-100357055:-																1																																																									
chr9:100377574-100380023:-														1																				1																																						1	
chr9:100379311-100380023:-																2																																																									
chr9:100379311-100390725:-																															1																																										
chr9:100379707-100379861:-																																																																				1					
chr9:100381876-100382031:-									2																																																																
chr9:100390482-100390725:-					1																																																	1																			
chr9:100545303-100594593:+				2		1								1											1		1		1	1															1		2		1		1						2	1								1							
chr9:100545303-100620195:+										1		1					1																	2											1																	1											
chr9:100587206-100594593:+				3						1				1		1																4				1			1			1				1			1			3					2		2			1											1
chr9:100587206-100620195:+														1				1								1	1			1																													1							1							
chr9:100587206-100639839:+																																						1														2																					
chr9:100587206-100668749:+																																																									1																
chr9:100587206-100685407:+					2							1		2			4								1		1	2																								1						1							2								
chr9:100587206-100716594:+		1																																																																							
chr9:100639743-100668749:+																														1																																											
chr9:100639743-100685407:+																					1																			1					3																												
chr9:100658809-100668749:+					1																																																																				
chr9:100658809-100685407:+									2	1																		1										1	1															2											1							1	1
chr9:100668545-100678908:+																																																																							2		
chr9:100668545-100685407:+										1											2																																																				
chr9:100716471-100737957:+				1	3							4		1		1			1							1														1			2								2										1												
chr9:100716471-100748267:+																																																									1				1									2			
chr9:100730712-100762946:+																																															1																										
chr9:100810076-100813779:+															1				2								2																																														
chr9:100810102-100811962:-																				1																																																					
chr9:100984106-100984245:+				2											1												1		1							1														1									1					1	1						1		
chr9:100988431-101001214:+																																										2																															
chr9:101002222-101004271:-																																																																	1								
chr9:101002222-101025937:-																														1		1										2				1																				1							
chr9:101002222-101031073:-										4	1		1	1	1	2	3	1	1		1		1		3			1																1			2				2	1		2			2														2		
chr9:101002222-101077344:-																																																	1																								
chr9:101021510-101025937:-					1							1	1	2	1		2	1		1					1		2	1						1		1			1				1							2	2	1		3						1		2	2						4				1
chr9:101022674-101025915:-																																																				1																					
chr9:101025781-101071624:-																																								2																																	
chr9:101030987-101071624:-																																																				2																					
chr9:101052527-101071624:-			3				1					1	1			1				1				1		3			1			1		1					2	1		1		1						2		1										2				1		1					2
chr9:101057534-101071624:-															1																											1														1																	
chr9:101063687-101063835:-																																						1																																			
chr9:101841131-101848537:-																																																														1											
chr9:102071973-102100651:-																																																															1										
chr9:102490494-102496959:-																																																																							1		
chr9:102492474-102496959:-								1																																										1																							
chr9:102496010-102496959:-												2	1										1		1													2		1		2			2										1	1							3			1			2				
chr9:102597280-102602394:+																																										1																															
chr9:102600768-102601062:+																														1																																											
chr9:102624719-102626705:+																																																																								1	
chr9:102630054-102630202:-																																						1																																			
chr9:102725496-102725693:+		1																																																																							
chr9:102739073-102765755:+																																																																		1					1		
chr9:102748927-102758953:+																																																																								1	
chr9:102758853-102768484:+																																																								1																	
chr9:102767316-102767725:+																																										1																															
chr9:103017581-103041102:+													1			1																																																									
chr9:103087760-103089091:+																			1												1																							1																		1	
chr9:103087815-103094620:+															2																																																										
chr9:103089118-103093083:+		2																									4								1																																						
chr9:103092392-103093101:-																										1																																															
chr9:103093084-103094625:+																																																						1																			
chr9:103096422-103098243:-																																																						1																			
chr9:103097051-103098190:+															1																																																										
chr9:103099457-103100133:-																																																										1															
chr9:103100134-103100287:-																									1																																																
chr9:103100134-103102349:-																																	1																																								
chr9:103100134-103102374:-																																																		1																							
chr9:103103160-103105267:-																																								1																																	
chr9:103205606-103211378:+																				1																																																					
chr9:103211255-103213365:+												1																																																													
chr9:103211255-103215571:+																																				1																										1											
chr9:103211255-103219347:+																									1																				1																												
chr9:103926433-103932473:-																			1																																																						
chr9:103950821-103961486:+										1																																																															
chr9:104063910-104064862:-																					1																																																				
chr9:104073222-104090103:-																																																		1																							
chr9:104094911-104115739:-																																								1																																	
chr9:104105622-104110933:-					1																																														1									1								1					
chr9:104191507-104193517:-																																1																																									
chr9:104823291-104823483:+		2										1																																																													
chr9:104866771-104884866:+																																										1																															
chr9:105300142-105345016:-											1	1												2				1										1									1																							1			
chr9:105308694-105310023:-										2																																																															
chr9:105308694-105322514:-																																																										1															
chr9:105308694-105347346:-										1																																																															
chr9:105312251-105326087:-																																			1																																						
chr9:105316540-105326087:-										2				1						1		2	3										2						2							1	8					5		1						1							4			5		1	2
chr9:105316540-105330885:-																																																											1														
chr9:105329974-105338277:-																																																							1																		
chr9:105337361-105337543:+																																																																								1	
chr9:105521395-105532236:+																									1																																																
chr9:105555308-105556268:+																									1																																																
chr9:106057765-106063711:+													1																																																												
chr9:106060815-106063711:+																									1										1												1															1						1					
chr9:106081251-106084165:+											1																																																														
chr9:106092078-106092561:+																																																																	1								
chr9:106113639-106116915:-																																	1																																								
chr9:106350632-106350972:-																																																													1												
chr9:106350815-106350960:-																	1																																																								
chr9:106573071-106583066:-											1																																																														
chr9:106706260-106708133:+																		1																																																							
chr9:106712715-106731493:+																																																										1															
chr9:106715398-106731493:+																																																														2											
chr9:106721335-106731489:+																																		1																																							
chr9:106721335-106731493:+																												1																																											1		
chr9:106723858-106731493:+																																																															2										
chr9:106863193-106874217:-																					1																																																				
chr9:106863193-106884078:-																																																								1																	
chr9:107411821-107412036:-																																																																							1		
chr9:107411831-107412028:-																																																									1																
chr9:107419505-107420814:+																																																									1																
chr9:107449262-107449505:-																																				1																																					
chr9:107492116-107492918:+																																						1																																			
chr9:107561718-107561925:-																			1																																																						
chr9:107568122-107568647:-																																			1				1																										1			1					1
chr9:107568329-107568647:-			1			1				3								1			1											2		1				2										1	1		2					1				1	2								3	1		1	
chr9:107619591-107619897:-																																																			1																						
chr9:107623218-107646825:-																																							1																																		1
chr9:107631622-107646825:-																																																										1															
chr9:107634108-107646825:-										1	1																																																														
chr9:107637521-107646825:-														2									1																																																		
chr9:107642694-107644907:-					1																												1																										1														
chr9:107642694-107646825:-									1																																																																
chr9:107644742-107646825:-																																						1																																			
chr9:107656773-107660984:-																												2																																													
chr9:107660889-107677972:-													1																																																												
chr9:107664451-107673736:-																																																											2														
chr9:107664451-107677972:-			1												1																	1																																									
chr9:107666807-107673736:-																													1																																												
chr9:107668204-107673736:-																								2	1										1																																						
chr9:107668204-107738928:-																																							2																																		2
chr9:107697845-107698033:+																																																																							1		
chr9:107710633-107730873:-			3																																																				1																		
chr9:107710633-107738928:-																																																																						1			
chr9:107724467-107730873:-																										1													1							2				1																1							1
chr9:107724467-107738928:-																							1																																								1										
chr9:107735901-107736041:-								1																																																																	
chr9:107853961-107854195:+											1																																																														
chr9:107856055-107856675:+										2																																							1																								
chr9:107889712-107909408:+																																							1																																		1
chr9:107901302-107909408:+																1		1																																1					1						2	1										1	
chr9:107923222-107923361:-															1																																																										
chr9:107945675-107948444:-																																													1																												
chr9:108085581-108085779:+																				1												1																																									
chr9:108095212-108095609:-																														1														2		1														1			1									1	
chr9:108095212-108120222:-																																																																								1	
chr9:108130208-108130356:-																																						1																																			
chr9:108228109-108233700:+																																						1																																			
chr9:108228109-108233740:+																						1	1																		1																																
chr9:108233610-108237420:+																		1																																																							
chr9:108237294-108240097:+																																			1																																						
chr9:108243960-108256552:+																																																																								1	
chr9:108248179-108249985:+										2																																																															
chr9:108268179-108270838:+																			1	1																			1																																		1
chr9:108269985-108270133:+																																																																								1	
chr9:108331992-108332774:-														1																																																											
chr9:108371356-108371722:+																																																	1																								
chr9:108373010-108373427:+												1																				1																																									
chr9:108388338-108388817:+												1																													1																																
chr9:108390059-108390395:+																																																												1													
chr9:108405788-108411817:+						2	2		1			4		3				4		1		1		3	3			1					3	1		2		1		1					1				4	2	4	1				1			1	1		3					1				3		
chr9:108405788-108422176:+										1													2	1								3	1				1							1							2								1							2							
chr9:108410786-108411817:+					1				1		1													1				2					1							2						4				1	1						1													1			
chr9:108410786-108422176:+																			1		1																																																				
chr9:108410786-108434247:+																									1																																																
chr9:108418887-108419785:+																																																															1										
chr9:108418887-108422176:+																																																			1														1					1			
chr9:108418887-108434247:+																																																															1										
chr9:108433607-108434247:+																														1																																											
chr9:108450926-108451866:+																																																	1																								
chr9:108481549-108481721:-																				2																																																					
chr9:108488832-108492345:-									1					1																																	2																										
