circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr8:122531685-122533337:-																																																																						1			
chr8:122701165-122705493:+																											1														1																								1								
chr8:122716693-122734530:+			2																																																																						
chr8:122718266-122734530:+																																																										1															
chr8:122723778-122734530:+																																			1																																						
chr8:122732290-122734530:+																																																								2																	
chr8:123032096-123034380:+					1																																													1																							
chr8:123032096-123050572:+						1																																																																			
chr8:123124556-123130158:+																																																			1	1			1																		
chr8:123128329-123130158:+																																			1					1	1													1			1					1											
chr8:123166115-123166991:-																																	1																																								
chr8:123209048-123209730:-																																																																		1							
chr8:123209795-123210150:-																															1																																										
chr8:123226366-123229050:-																											1																																														
chr8:123232767-123240548:-																																										1																															
chr8:123369702-123377215:-							1																																																																		
chr8:123370030-123377215:-																																															1																										
chr8:123585976-123588324:+																																												1																													
chr8:123612388-123614196:-																																																																							3		
chr8:123614052-123614196:-																	1																																																								
chr8:123635406-123642784:-						1	1				1						1						1			2				2		1			2					3									1	3	1				1				1		1		2			1							
chr8:123635406-123701531:-											1																																			1																											
chr8:123793211-123800729:+																																																									1																
chr8:123793211-123804659:+											1						1													1																																											
chr8:123793211-123806870:+																1																																																									
chr8:123793211-123807549:+										1																1				1																	1						1																				
chr8:123800487-123807549:+																																																		1																							
chr8:123803589-123804659:+																																																					1																				
chr8:123991733-123992170:+																																					3				1																																
chr8:123991733-123994438:+			1											1							1																								1																												
chr8:124018135-124021931:-																																																				1																					
chr8:124021744-124021931:-																																																					1																				
chr8:124108138-124110182:+												1																																																													
chr8:124108138-124111153:+																																	1																																								
chr8:124109265-124110182:+			7	4	4		2	1	1			1	3			4	2	4	1	1	2		4			1	4			1			3			4	2		2	2	1			3	2	2	1		7	3	3	1	1	3	3	2	3	5		4	2	1			1	2		5		1	1		6
chr8:124109265-124116534:+																	1																											1																													
chr8:124111087-124116534:+																											1																																														1
chr8:124117517-124119976:+																																																									1																
chr8:124212627-124215064:+																																				1				2																																	
chr8:124632952-124636758:-																																																										1															
chr8:124653868-124657742:-																																																										1															
chr8:124663569-124665913:-																							2																														1																				
chr8:124685237-124697910:-																																										1																															
chr8:124694739-124697910:-																																													1								1																				
chr8:125022096-125032407:+				1	1						1									2						3								1																	1				1		1	1															
chr8:125409921-125422491:-																																																																							1		
chr8:125424732-125426460:-								1																																																																	
chr8:125436641-125441022:-					1							1	1																					1																						1		1		1										1			
chr8:125439355-125441022:-																																																	1																								
chr8:125597514-125607091:+																	1																																																								
chr8:125597514-125614558:+																			1																							1								2																							
chr8:125606867-125613518:+																																																														1											
chr8:125640755-125642519:-																																																						1																			
chr8:125742393-125755634:+																			1																																																						
chr8:125814192-125815187:+																																																						1																			
chr8:125814192-125817181:+																																2																																									
chr8:125814192-125881849:+																																																													2												
chr8:125851231-125881849:+																														1																																											
chr8:125851231-125891920:+																																																			2				2																		
chr8:126166002-126169475:-																										1															1																																
chr8:126194913-126200340:-																							2												1																																						
chr8:126217849-126219572:-																																								3													1																				
chr8:126462806-126472184:+																																									1																																
chr8:126650756-126654445:+						1				1								1												2										3	1									1																							
chr8:126650756-126661908:+																																													1																												
chr8:126650756-126665590:+																																	1																																								
chr8:127568295-127571738:-																		1																																																							
chr8:127688661-127692372:-																											1																																														
chr8:128003501-128032989:+						1																																																							1												
chr8:128032810-128050653:+																							1				1																																														
chr8:128083755-128098359:+																																				1																																					
chr8:128083755-128115979:+																							1																																																		
chr8:128083755-128125240:+																																																								2																	
chr8:128096728-128098359:+																																																	1																								
chr8:128096728-128106984:+																																								2																				1													
chr8:128096728-128115979:+					1												1	1	1				1									1														1																											1
chr8:128096728-128142278:+																																																										1															
chr8:128096728-128153234:+																														1																																							1				
chr8:128142050-128153234:+			1			1	1		1		2			1				1				2										1	1	6		1					1	1	1															1		1		2				2		1		1			1
chr8:128142050-128186865:+																																												1																													
chr8:128142050-128201096:+			1																																	1								2						1																							
chr8:128153002-128153234:+																																																		1																							
chr8:128319541-128329667:+																1																												1																													
chr8:129158372-129160856:+																																																														1											1
chr8:129431893-129436956:+																																								1																																	
chr9:3409965-3421376:+																																																																							1		
chr9:3417868-3441145:+																			1														1																																								
chr9:3428667-3458889:+																																								2																																	
chr9:3441054-3450151:+																																	1																																								
chr9:3441054-3456849:+																																																												1													
chr9:3441054-3458889:+																																		1																																							
chr9:3441054-3460131:+				3	2	1					1	2						3					1			1	1			1			2							1	1	1			1					1	2	1		2	2	1			1	3						2		2			1		1
chr9:3450013-3458889:+																						1																																																			
chr9:3454539-3460131:+																																								1																																	
chr9:3579517-3582700:+										1									2													1	1									1		1	1						1				1	1				1										1			
chr9:3579517-3635157:+					1																																																						1														
chr9:3579517-3759881:+														1																																																											
chr9:3634438-3635157:+			1		1						2							1														1	1			1				2				1		1					2			1	2	1				1								1					
chr9:3759395-3797381:+						1																																								1																											
chr9:4299297-4308919:-																																									1																																
chr9:4664767-4665007:-																																																																									1
chr9:6288471-6293937:+																	1															1									2																		2														
chr9:6288471-6337441:+																																																												1											1		
chr9:6288471-6359917:+																																				1																																					
chr9:6288489-6293937:+			1				1				1	1						1		1										1		1							2	1					1											1	1				1										1		1
chr9:6288489-6337441:+																																																	3													1											
chr9:6288489-6359917:+									1																																																																
chr9:6935238-6996939:-																																																													1												
chr9:6967079-6983506:-							1																																																														1				
chr9:6967079-6994146:-			1																				1																																																		
chr9:6967079-6996939:-												1																									1								1														1														1
chr9:7005489-7050483:-																																																					1																				
chr9:7023310-7049192:-																																																																	1						1		
chr9:7023310-7050483:-											1						1															1				1					1																																2
chr9:7128157-7137110:-																																																																					1				
chr9:7186767-7189253:+																							1	1																1																																	
chr9:7203262-7203555:+																																															2																										
chr9:7820974-7827010:-																											1																																														
chr9:7825615-7827010:-			2	2	1	2	1				1						1		1	1	1		1			1		2					1			1			2	2		1			3	2	3		1				3			4		1	2		1	1	3			4			1		2		3
chr9:7854367-7861408:-																												1																																													
chr9:7857390-7861408:-											1																															1																															
chr9:7950492-7953135:-																											2																																														
chr9:7950492-7973912:-																							1																																																		
chr9:7952953-7973912:-											1																						1																												2												
chr9:7962289-7973912:-							1																																							1																											
chr9:8079495-8087426:-					1																																																																				
chr9:8092244-8120788:-																																								1																																	
chr9:8609700-8610475:+																										1							1																																								
chr9:8634047-8658378:+			3			2	3		1			2						3		2	3			1		1						1	3				1		1		4	2		3	2				1		1	1	3	1	1	1						2			1					1	1		1
chr9:8689400-8720805:-																																																															2										
chr9:9003620-9018267:-																		1																																												1											
chr9:9003620-9030873:-																																									1																1											1					
chr9:9029423-9035610:-												1																																																													
chr9:9046505-9048993:-																							1																																																		
chr9:9046505-9059160:-			1																																	1																																					
chr9:9046505-9075011:-																																																																							1		
chr9:9059049-9115762:-																																																															1										
chr9:9074909-9075011:-																																									1																																
chr9:9180027-9180123:-																	1																																																								
chr9:13248883-13252423:+																																			1																																						
chr9:13252850-13272820:+																																															1																										
chr9:13531285-13532971:+			1		2		1				2	3				1					1						2			1					1	1				1	1		1	2	2				3	2	4	1	1	5	4		2		1	1	1		1					2	1	1			
chr9:13699876-13704528:+																																																																	1								
chr9:14217494-14227536:+																																																						1																			
chr9:14217560-14219754:+																																	1																																								
chr9:14482918-14486735:-			2	1		1	3	1				1	2			1	3	2	1		3	1	2			2	3	1		1		1		2	2	2	3		2	2	5	1			1	1			4	2	1	2	10	1	1	2	1	1	2	5	1	1	2		1			1	2	4	2		5
chr9:14483885-14483970:-																																								2																																	
chr9:14504049-14505007:-																																												1																													
chr9:14504049-14507896:-			2	1							3									1			2				2						1	2	1							1							3											1			1					1			1		
chr9:14545197-14556342:-																																										1																															1
chr9:15000190-15009423:-																																				1																																					
chr9:15174899-15176765:-																																														1																											
chr9:15174899-15181823:-																																																								1																	
chr9:15176647-15189019:-																																									1																																
chr9:15181638-15185665:-																											2																																														
chr9:15185580-15185881:-																																																																							1		
chr9:15201962-15203472:-																																																			1				1																		
chr9:15201962-15206055:-																																					1																																				
chr9:15219117-15219819:+																																																																						1			
chr9:15219820-15222991:+																										1																																															
chr9:15233795-15238043:-																																	1																																1								
chr9:15258236-15263111:-																																		1																																							
chr9:15635816-15648337:+										1																																																															
chr9:16286244-16289550:-					1													1								1		1						2						1				2						1						1									1								
chr9:18206595-18213479:+			1	1			2													1						1				1			2		1					5	1	1				1	1			2	1		2		1	3	1		2	1										1	1		1
chr9:18258749-18262791:-																																									1																																
chr9:18528890-18531832:-																											2																																														
chr9:19540502-19540583:+																																													1																												
chr9:19552361-19555000:+																																										1																															
chr9:20261827-20265545:-																	1																																																								
chr9:20355554-20356281:-												1																																																													
chr9:20384323-20387774:-			2	2		3	1		1		1		6				3	1		1	1		4									1				2	1			2	3	3		4		2	3			1	3	2	1	2	3	1	4		1	2		1	2		7	1			1	1	1		1
chr9:20384323-20397733:-																	1	1					1																																																		
chr9:20416347-20419481:-				1																1																											1																										
chr9:20556701-20556955:+				1																												1									1								2																	1							
chr9:20684380-20685363:-																																									1																																
chr9:20693782-20694028:-					1																															1																																					
chr9:20709713-20710385:-																																									1																																
chr9:20801934-20802308:+																																									1																																
chr9:20802378-20802502:+								1																																																																	
chr9:20822712-20823952:-																																													1																												
chr9:20823867-20828766:-																																																																	1								
chr9:20827017-20828766:-																																		1																																							
chr9:20837740-20838467:-																	1									1																															1			1													
chr9:20840343-20843495:-																																																				1																					
chr9:20840343-20849442:-																																																					1																				
chr9:20840343-20853915:-																																												1																													
chr9:20841420-20849442:-						1																																																																			
chr9:20841420-20853915:-																																																																		1							
chr9:20847838-20849442:-																																								1																																	
chr9:20851771-20853915:-																							1																																																		
chr9:20930214-20930475:+													1																																																												
chr9:20936839-20937895:+											2															1														1																																	
chr9:21021429-21027537:-																																		1																	1				1																		
chr9:21026667-21027043:-																	1																																				1																				
chr9:21103690-21116709:+																										1	1		1							2					1	1														1									1								
chr9:21105870-21109982:+																		1																																																							
chr9:21114493-21114848:+																																																			2				2																		
chr9:21256127-21257289:+								2																			1																																														
chr9:21298995-21300049:+							1																												1																																						
chr9:21300601-21300779:+																																																	1																								
chr9:21306666-21307427:+																							1																																																		
chr9:21310980-21311309:+																																																			1				1																		
chr9:21328360-21329718:+				1																																																																					
chr9:21389576-21397017:+			1																																																																						
chr9:21389576-21401090:+																																		1																																							
chr9:21447203-21451919:+																							1																																					1		1											
chr9:21480750-21486814:+																	1																																										1						1								
chr9:21501651-21503514:-				1																																																																					
chr9:21544100-21612526:+																																							1																																		
chr9:21548574-21550136:+																											1																																														
chr9:21566922-21572167:+																																		2																															1								
chr9:21566922-21597571:+																																					1																																				
chr9:21597317-21612526:+																			1																																																						
chr9:21644786-21657735:+																																																								1																	
chr9:21648515-21651169:+						2																																																																			
chr9:21650150-21651169:+																																			1										1																												
chr9:21684040-21687084:-																																																													1												
chr9:21714109-21714199:-														1																																																											
chr9:21735692-21737171:-																																																												2													
chr9:21750046-21757125:-				1																																																																					
chr9:21845413-21846924:+																							1																																																		
chr9:21922969-21923399:+																																															1																										
chr9:21923974-21924462:+																																													1																												
chr9:22146315-22147590:+			1											1																																	1				1				1																		
chr9:22194463-22209805:-																																																									2																
chr9:22262215-22293623:-																											1																																														
chr9:22335408-22336103:+																																							1																																		
chr9:22402113-22415405:+			1													1																																																									
chr9:22402113-22425389:+																	1			1	1					1				1										2	1							1											1														1
chr9:22415340-22479175:+																								1																																																	
chr9:22479000-22490889:+												1											1											1						1																				1	3												
chr9:22486406-22490889:+							1																																																																		
chr9:22486406-22570441:+																																																								1																	
chr9:22550025-22570441:+																																	1																1																								
chr9:22550025-22582253:+																		1																															1										1														
chr9:22555040-22570441:+							1	1			1	1				2						1	1										1	1							1				1				1	1	3		2		3															1			1
chr9:22555040-22582253:+																																																																	1								
chr9:22555040-22590360:+			1		2		3				1			1			2	1		1	1		1			2	1						1	3	1	1	1		2	1				4	3	1	2		1	1			1	2		3	4	1			2	2			1	1		1		3	3		3
chr9:22566520-22590360:+																																																														1											
chr9:22582080-22590360:+																																	1																		1				1																		
chr9:22960241-22961123:+																																																																									1
chr9:23165667-23212318:+																																																																		1							
chr9:23310645-23318127:+											1							1																			1																																				
chr9:23310645-23384872:+																																																												1													
chr9:24349924-24365193:-							1																																																																		
chr9:24359082-24365193:-																														1													1																						1								
chr9:24359082-24373930:-																																																																					1				
chr9:24385069-24397025:-		1																														1				1				1											1				1								1										1
chr9:25020735-25036319:-																		1																																																							
chr9:25036167-25044568:-							1						3					1																1						1											1				1								1					1			1		1
chr9:25204980-25217561:+																																																														1											
chr9:25215012-25217561:+							1																																																																		
chr9:25458847-25500869:+			1				1						2									1		1			1									2					3	1			1						1			2	1			1				1											1
chr9:25458847-25506051:+																																																						1																			
chr9:25493187-25493298:+																											1																																														
chr9:25493187-25500869:+			1	1																																																																					
chr9:25497957-25506051:+																																		1																																							
chr9:26896758-26903584:-												1																																																													
chr9:26975065-26983259:+																																																													1												
chr9:26993701-27000673:+																																																																				1					
chr9:27012533-27017710:-																																								2																																	
chr9:27220699-27223009:+																																				1																																					
chr9:30964535-30965609:+											1																																																														
chr9:30964535-30973421:+																																									2																																
chr9:30964535-30975638:+																							1																																																		
chr9:31011435-31014269:-											1									1															1							1														1																	
chr9:31072522-31073213:-								1																									1																																								
chr9:31240957-31248718:+							1																																																																		
chr9:31265770-31270447:+																																												1																													
chr9:32040865-32064420:+																		1																												1										1																	
chr9:32063217-32064420:+												1																								2																1								1													
chr9:32063217-32101357:+																																										1																															
chr9:32063309-32063965:+											1																																																														
chr9:32064335-32119561:+																			1																																												1					1					
chr9:32081385-32101357:+																											1																	1						1																							
chr9:32081385-32119561:+																														2																													2														
chr9:32093137-32101357:+					2						2										1					1	1								2	1								2						1	1				1		3		1	1	1	1						1		2	1		1
chr9:32093137-32119561:+			1				1				1	1								1			1			1							1	1							2								1		1				1				1		1									1			
chr9:32097624-32119561:+											1																																																									1					
chr9:32157742-32162083:+							1									1		2					1												2	1					1			1					2		1	2	1	3	1	2					1					1				2			
chr9:32363428-32388069:-			1		1																1						1															3										1							1											1			
chr9:32372546-32388069:-																																																								1																	
chr9:32376980-32388069:-																																																										1															
chr9:32387857-32388069:-																					1																																																				
chr9:32639970-32645484:+																																									1										1				1															1			1
chr9:32639970-32649655:+																												1																																													
chr9:32644244-32645484:+																																																														1											
chr9:32644244-32649655:+																																																		1										1						1							
chr9:34845849-34851396:-											1																																																														
chr9:34894916-34896440:-			2																																							1																															1
chr9:34894916-34897191:-				1																			1																	1					1				1												1										1		
chr9:34894916-34910640:-																																					1																																				
chr9:35116600-35120825:-																															1	1																																									
chr9:35146526-35156002:-																																																																	1								
chr9:35146526-35156491:-																		1																																																							
chr9:35381160-35389985:+																		1																																																							
chr9:35394393-35398267:+			1																																																																						
chr9:36645610-36646837:-																																																										1															
chr9:36645610-36654900:-																																			1																																						
chr9:36695763-36697845:-																																																	1																								
chr9:36699488-36704645:-											1																																																														
chr9:36820924-36822559:-																				1							1																																														
chr9:36834879-36847788:-							1														1																																																				
chr9:36847616-36994572:-																																																											1														
chr9:36879673-36879782:-							1																																																																		
chr9:36945785-36994572:-																																		1																																							
chr9:37214175-37215701:-													1																																																												
chr9:37317193-37317527:+																																																																				1					
chr9:40682400-40683824:+																																							1																																		
chr9:40682400-40685781:+																																										1																										1					
chr9:41304489-41313559:+														1																																																									1		
chr9:41399489-41439496:+													1																																																												
chr9:41944860-41952374:-																																				1																																					
chr9:41957778-41975400:-																																																																							1		
chr9:41968566-41979285:-																																												1													2																
chr9:41968566-41983642:-						3											2				1									1			1		2							1					1										1	2		1									1	1			1
chr9:41975010-41983642:-																	1																														1																						1				
chr9:41979092-41983642:-																																																																						1			
chr9:42001240-42010566:-																																																								1																	
chr9:42348410-42355884:-																1		1																	1							1												2					2	1			1										
chr9:42348410-42363058:-												2				1	1															1	2							3				1									1					2								1							
chr9:42361219-42363058:-																																																															1										
chr9:42888931-42897883:-																							1																																																		
chr9:42903169-42913196:-																																																																							2		
chr9:42904284-42934168:-																																																																				1					
chr9:42908869-42911685:-						1																																																																			
chr9:42912264-42938591:-																	1																																																								
chr9:42916839-42919404:-																																																								1																	
chr9:42916839-42919407:-																																		1																								1															
chr9:42917131-42934168:-																																								1																																	
chr9:42919311-42921549:-																																							1																													1					
chr9:42919311-42932079:-												1																						1		1																									1												
chr9:42921474-42938591:-																																																														1											
chr9:42927198-42934168:-																																			1																																						
chr9:42931900-42953972:-				1																																																																					
chr9:42951835-42955583:-				1				1			1						1	1			1		1	1						1			2		1	1				3			1						1																	1		1				2	3
chr9:44000428-44002619:+			1																																																							1															
chr9:44002300-44004544:+																																																	1																								
chr9:44067912-44076186:-																							1																											1																							
chr9:44069810-44070405:-																																																																					1				
chr9:44069810-44076186:-																														1	1													2																													
chr9:44077749-44080473:-																																							1																		1																
chr9:44208989-44211089:-																																																			1				1																		
chr9:44263893-44264651:-									1																					1						2																																					
chr9:44311785-44311944:+																																																																									1
chr9:44316539-44318275:-																																							1																																		
chr9:44400951-44413218:+																																							1																		1																
chr9:44518419-44541437:+																																																																					1				
chr9:44524124-44525613:+						2	1																																																								1										
chr9:44609222-44609517:-						1																																							1																												
chr9:44610168-44610643:-																										1																															1																
chr9:44615099-44619819:-			1																																																																						
chr9:44661621-44671522:-																		1																																																							
chr9:44668416-44671522:-																		2																																						1														1			
chr9:44684984-44685528:+																																										1																															
chr9:44720360-44727956:-																			1		1																																																				
chr9:44721011-44727956:-							1																																																															2			
chr9:44735621-44738256:-																				1															1					2				1							2				2															1			
chr9:44740080-44740565:-																																	1																																						1		
chr9:44740080-44740568:-				3	1	6	2		1		1	3	2			2	1	2	1			1	3					1		1			4	3					1			1		2		3	3		1	1		1	4	5		2		3	4	1	2	4	1		3			2	2	3	2		1
chr9:44740080-44742694:-																	1																																														1										
chr9:44753606-44754213:-																																			1																																						
chr9:44843639-44864470:-																														1																																											
chr9:44843639-44874730:-																																														1																											
chr9:44851258-44864470:-																																																			1				1																		
chr9:44862078-44864470:-																															1																																1										
chr9:44871276-44874730:-																																																								1																	
chr9:45152690-45155585:+																				1																																																					
chr9:45681992-45704310:-																																																																						1			
chr9:45690094-45690518:-																																																																									1
chr9:45698612-45698723:-																		1																																																							
chr9:45721001-45729387:-																																																																						1			
chr9:45721001-45735062:-																																																			1				1																		
chr9:45777863-45783265:-																																																				1																	1				
chr9:45778797-45809789:-									1																		1														1																																
chr9:45780476-45780842:-																	1					1								1		1					1		1			1							1	1	1				1			1	1	2					1								
chr9:45780476-45809789:-					1															1																																	1			1																	
chr9:45780476-45811554:-																	1				1		1							1																1											1																
chr9:45780476-45816217:-												1																																																													
chr9:45802101-45809789:-				1			1			1	2		1			1	1						1			1	1			2		3			1					3		2				1				1		1	1			1	1		3	1		1						1					1
chr9:45802101-45811554:-																																									2			1		1				1		1					1								1								
chr9:45807382-45811554:-																																				1																																					
chr9:45809729-45811554:-																																																														1											
chr9:45884239-45890027:-			1																		1																													1								1	1				1						1				
chr9:45886378-45890027:-																																																		1																							
chr9:45887338-45890027:-																																																													1												
chr9:46034514-46038371:+						1																1																																																			
chr9:46089169-46089853:+																																																			1				1				1														
chr9:46185954-46189712:+																																																																							1		
chr9:47699268-47710828:+																																								1								1																									
chr9:47699268-47725243:+																																																																							1		
chr9:48272726-48301652:+													1																																																												
chr9:48576454-48654861:-																																																																					1				
chr9:48628582-48654861:-			2	4					1							1		1			2					1	1	1				1			1					1	3	2								1	1				1	1	2	4	1	1	1					1				1			1
chr9:48628582-48744399:-			9	1	1	2		2		1	3	3	1	2		2	5	2	1	3		1	4	1			4					2	1	5		1	2		2	1	1	1	1	3	2	2	1		6	2	3		5	5	3	2	1	1			1		3		5	1		2	2	4	2		4
chr9:48654763-48654861:-																																																																							1		
chr9:48654763-48744399:-																							1																1	1																						2											
chr9:48743042-48744399:-																		1																																																							
chr9:48922562-48943653:+																																	1																																								
chr9:48943808-48947071:+																																												1																													
chr9:48946892-48947260:+																																				2																																					
chr9:49468395-49481200:-																																																										1															
chr9:50531054-50532490:+																							1																																											1							
chr9:50613219-50622272:-									1																																																																
chr9:50614421-50622272:-																																									1																																
chr9:50687843-50720106:+																								1																																																	
chr9:50687843-50734015:+																																															1																										
chr9:50694557-50700932:+						1																												1													1													1	1												
chr9:50694557-50703707:+																																					1																										1										
chr9:50694557-50734015:+					1																		1																										1																								
chr9:50699452-50703707:+																																													1																												
chr9:50699452-50720106:+																														1																																											
chr9:50699452-50734015:+																																																																				2					
chr9:50711418-50720106:+																											1																																														
chr9:50719976-50734015:+																					1																							1													1																1
chr9:50769135-50781536:+																											1																															1															
chr9:50772830-50785007:+																																																								1																	
chr9:50773665-50778242:+																																																		1										1													
chr9:50773665-50781536:+																																		1											1													1															
chr9:50784946-50790601:+																																	1																																								
chr9:50789337-50790601:+																																																															1										
chr9:50807943-50808783:-																																																			1				1																		
chr9:50818706-50828952:-													3																																																				2								
chr9:50818706-50846877:-																																																														1											
chr9:50906907-50909916:-						1																																																																			
chr9:51143531-51144543:+																																										1																															
chr9:51742938-51755075:+														1																																																											
chr9:51972131-51984584:+									1																															1											1				1																		
chr9:51984453-51984584:+																																																														1											
chr9:52054974-52055726:-																																															1																			1							
chr9:53028452-53060859:-																																					1																																				
chr9:53028452-53071317:-																																			1																																						
chr9:53060802-53071317:-										1																																																															
chr9:53060802-53121076:-				1		1																														1					1	1																	1														
chr9:53115358-53115830:-																			1																																																						
chr9:53115358-53121076:-						2						1					1																													1	1							1								2											
chr9:53115358-53124637:-																														1																												1		1	1	2				1							
chr9:53115358-53140551:-																					1																							1							2				2																		
chr9:53352973-53402340:-																																																									1																
chr9:53364652-53364970:-												1																																												1																	
chr9:53371012-53402340:-																																															1																										
chr9:53401410-53402340:-																																																																				1					
chr9:53410156-53423229:-																																												1																													
