id	antiHormonal_20m_ESR1_tamoxifen_2m_3	aging_24m_ESR1_6m_2	aging_24m_CYP19A1_no_3	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_3	aging_24m_CYP19A1_6m_3	aging_12m_ESR1_no_2	antiHormonal_18m_ESR1_no_1	aging_12m_ESR1_no_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_no_2	aging_24m_ESR1_6m_3	aging_18m_ESR1_no_1	aging_12m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_18m_ESR1_no_3	aging_24m_CYP19A1_12m_1	aging_30m_CYP19A1_18m_3	aging_24m_CYP19A1_6m_2	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_1	aging_24m_ESR1_12m_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_3	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_24m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_1w_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_no_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_6m_1	antiHormonal_20m_ESR1_letrozole_2m_1	aging_24m_ESR1_no_1	aging_24m_ESR1_12m_1	antiHormonal_20m_ESR1_no_3	aging_24m_CYP19A1_12m_3	aging_24m_CYP19A1_6m_1	aging_12m_CYP19A1_no_3	aging_12m_CYP19A1_no_2	aging_30m_ESR1_18m_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_30m_ESR1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_18m_CYP19A1_1w_3	aging_12m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_no_2	aging_18m_CYP19A1_no_3	aging_24m_ESR1_12m_3	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_1	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_no_3	aging_30m_CYP19A1_18m_1	aging_18m_ESR1_1w_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	aging_18m_CYP19A1_no_1
chr4:17987572-18093468:+											1														1																																															
chr14:20764589-20764725:-																																1																																								
chr17:14896575-14897322:-																																																														1										
chr8:84407583-84419565:-																													1																																											
chr14:75275779-75281913:+																															1																																									
chr14:58076547-58094187:-																																									1																															
chr4:82371580-82371815:-																																																	1																							
chr7:126093844-126094607:+																																																											1													
chr4:86704285-86709708:+								1																																																																
chr19:31969402-31972801:-									1																																																															
chrX:19986759-20005370:-																								1																																											1					
chr11:79889883-79901469:+																																																																			1					
chr9:78005628-78011636:-																											1												1																																	
chr2:24887239-24939755:+																																		1								1																														
chr9:66939233-66941193:-																																							1																						1			1								
chr8:31715830-31726458:+								1																																																																
chr3:95230214-95230350:-																									1																																															
chr8:25232114-25237584:-																																	2																																							
chr19:40381832-40439842:-										2																																																														
chrX:104867315-104891116:-																																1																																								
chr7:114105422-114118884:+																																						1																	1																	1
chr18:37618386-37618556:+		1																																																																						
chr15:8251267-8252634:+				1																																																																				
chr2:76687954-76688331:-																													1																																											
chr9:103211255-103215571:+																																			1																										1											
chr10:45464476-45577120:+																																														1																										
chr19:31139515-31139777:+																																																								1																
chr6:70754336-70760580:-											1																																										1																			
chr8:128257689-128258787:-																										1																																														
chr4:151158445-151173438:-																																																																							1	
chr11:75280898-75282053:+					3	3			1				3		3	3			1		5	2				2					2	1	2				1					2			2		2	2	2		8				2	1	1								1	1			1	2		
chr9:108488832-108492345:-								1					1																																	2																										
chr6:31254783-31262055:+																1																																						1																		
chr13:69101053-69101207:+																																																																			1					
chr8:78282294-78291775:+																																																																					1			
chr4:59349826-59428064:-																																																																						1		
chrX:138634704-138642744:+															1																																																									
chr9:64759877-64780421:+																											1																																													
chr17:46492392-46493734:-																																						1																																		1
chr3:30043218-30043393:-																																						1																																		1
chr14:65967970-65979628:+																																												1																												
chr2:121837344-121838297:+																																																																	1							
chr10:86531690-86539465:-		3																																																																						
chr14:45481612-45483973:+										1						1					1								1																																									1		
chrX:150810926-150811177:+														1																																																										
chr11:53574953-53577134:-																									1																																															
chr3:35832174-35854714:+																													1																																											
chr8:73774922-73941711:-																																																		1																						
chr7:92307586-92307762:-																																																								1																
chr2:102133673-102133832:+						2																																																																		
chr16:97682833-97684518:-													1																																																											
chr16:93598449-93603359:+																					2	2		1																	1				1					1	1				1													1				
chr11:98069938-98073718:-					1																																																																			
chr12:110510509-110521330:+								2			4																	1																				1																								
chr9:122754073-122755519:+																		1																																	1														1							
chr8:78159369-78177552:-																																																										1														
chr18:31914794-31915001:-															1																																																									
chr15:80145232-80145551:+																													1																																											
chr2:26483420-26483763:-																																																							1																	
chr12:54242735-54242896:+																																												1																												
chrX:108552030-108562088:+																																																									1															
chr5:150389709-150395075:+								1																																																																
chr9:22550026-22582253:+								1																			1															1														1																
chr14:21659822-21687708:+																											1																																													
chr11:84123659-84124886:-																									1																																															
chr13:13900399-13905066:+																																							1																																	
chr17:27337331-27339002:+																										1																																														
chr6:28797345-28797547:-																																													1																											
chr7:73105239-73169456:-											1																																																													
chr6:12500986-12504163:-													1																																	1																										
chr18:24755136-24755724:+																	1																																																							
chr4:58111299-58113650:-																																									1																															
chr1:182796579-182801759:+																																																																						1		
chr7:28931587-28959855:-							1																																																																	
chr9:46089170-46089853:+																											1											1																																		1
chr7:81071761-81086125:-																																					1												1																							
chr2:76651245-76651427:-																			1																																																					
chr4:151127133-151128161:-																																											2																													
chr19:36946505-36968324:+																																																																			1					
chr1:44011755-44041325:+																			1										1									1																																		1
chr17:56985563-56987393:-																																																	1																							
chr18:69480350-69655052:+																																																													1											
chr10:60135965-60136388:+		13			32										4					79					1							1					3	86		21		35			95					68					75	3						4			53							86
chr14:36612299-36631169:-																		1																																																						
chr12:51815312-51816007:-																																											1																													
chr10:128264460-128265729:+																																														1																										
chr10:59012670-59028637:-																																																																			1					
chr13:112627125-112630205:+		1						30																																																																
chr15:12592167-12592996:-													1																					1																																						
chr7:132466692-132478446:+														1																																																										
chr14:10488511-10517057:-																																																																	1							
chr6:99237306-99243358:-																																																																				1				
chr2:68764859-68777701:+												2																														1		2																	1			1								
chr4:150370049-150401595:-													1																																																											
chr1:54587098-54590289:-																																																	1																							
chr15:81490973-81491645:-																																																																				2				
chr6:52596962-52607334:-					3	2							3										3											2				2							1			1		4			3		1																	2
chr16:17676505-17677376:-																									1																																															
chr5:123578099-123578991:+																															1																																									
chr15:76056707-76064890:-																																																		1																						
chrX:168709950-168767079:+																																																							1																	
chr10:60171813-60173641:-																																																									1															
chr5:21638689-21664291:+																				1		1																																																		
chr5:145223118-145224209:+																						1																																																		
chrX:99287017-99353705:+																																																			1																					
chr8:115406527-115438991:+											1										2																	1																																		1
chr12:76349733-76354037:+																																	1																																							
chr15:81915408-81919923:-																																					1																																			
chr1:33821149-33844500:-																																																					1																			
chr16:57286265-57333807:+																2																																																								
chr16:4580423-4581710:+																																									1																				1											
chr12:52002163-52003053:-																																																2																								
chr4:58296608-58301729:+																																																			1																					
chr8:91597999-91683342:+																																																					1																			
chr6:38464043-38468866:+									1	1																																												1																		
chr13:12256451-12265577:-															2																																																									
chr16:43825823-43829900:-																																										1																														
chr6:90552056-90553760:+																							1																																																	
chr19:42089076-42105005:+																											1																																													
chr5:74725180-74733246:+																																																																					1			
chr17:32763857-32848130:+						1							5		5										4			3		5	8	2					4		3			11			2	5		5	2	1				2								7							4	4		
chr3:109481422-109485680:+													1									1										1						2											1													1										2
chr17:27986885-28013037:-																1																																																								
chr10:80944582-80954063:+																						1																													1			1																	2	
chr4:42871557-42873355:+																						1										1									1																			1												
chr3:104067779-104067924:+																												1																																												
chr13:30361107-30361726:-																																																1																								
chr7:18814054-18814222:-													1																												1		1																													
chrX:74834891-74837258:-																1																													1																											
chr2:18097595-18167697:+																					2				1																																															
chr2:9879189-9879329:+																																																				1																				
chr16:13608485-13629473:+																				1																																																				
chr11:29483226-29495101:+																						1											2																																	1						
chr3:36216877-36218168:+																						2																																																		
chr7:89567926-89568101:+																																																							1																	
chr8:35320378-35342462:-																																																																					1			
chr15:39138371-39155707:+					1																																																																			
chr2:34309120-34310299:+																2																																																								
chr8:82583321-82761133:+																																			1																																					
chr11:102691438-102693742:-								2	2																																																															
chr17:30354297-30354479:+																																																																1								
chr9:95598136-95625404:-																															1																																									
chr15:42359623-42375801:-																																																																				1				
chr7:67312075-67328819:+										2																																																														
chr6:22328554-22343318:-											1				2		1																																																							
chr4:120325432-120341030:+																					1				2		1					1			1							1									1																					
chr7:64952661-64952894:+							1																																																																	
chr6:38978186-39004888:+																																1																																								
chr4:95747461-95747616:+																																										1																														
chr6:100588697-100632332:-																																	2																																							
chr2:71145327-71164064:-																																					2																																			
chr14:30537031-30537292:+																																																										1														
chr15:12236104-12238105:+					1			1						1						1																	2			1								2					1																			
chr8:105242761-105244895:-								1																												1								1			1																									
chr14:34397392-34417062:+																													1																											1																
chr7:107236421-107296905:+																																						1																																		1
chr2:163854384-163854604:-							1																																																																	
chr16:94393095-94393255:+								1																																																																
chr3:52447340-52465181:+												3																															1																													
chr10:81014993-81015285:+											1									1																																																				
chr8:4310512-4315276:-												1																																																												
chr4:141416581-141422821:-															1																																																									
chr4:9484472-9532065:-																	1								1																						1																									
chr4:34618554-34639321:+																								1																																																
chr11:74570284-74590346:-					2																			1																															1																	
chr6:121279667-121279862:+									1																																																															
chr8:95399545-95399734:-										1																																																														
chr2:132137451-132139612:+																														1																																										
chr10:86181775-86181930:-																																									1																															
chr4:126796336-126805077:-																																		1																					1										2							
chr7:142065229-142068103:+																						2																																																		
chr17:79165930-79185702:-																												1																																												
chr1:73169029-73240875:+																														1																																										
chr12:71942501-71962562:+																																																1																								
chr7:121722860-121727666:-																																																					1																			
chr10:106881074-106885359:-																													1																																											
chr6:67248182-67249922:+																																						1																															2		1	1
chr12:37407631-37464988:+																																													1																											
chr2:64760530-64763701:-														1																																																										
chr4:149346593-149347234:-																																													2								1											1			1		1			
chr11:79950026-79951011:-																																																			2																					
chr14:75529012-75547242:+																						1																																																		
chr3:20118730-20162287:+										1														1																						2				2																						
chr11:71050895-71056492:-														1																																																										
chr16:55632998-55640069:-																	1		1																1										2				1																							
chr3:67375140-67382309:+												1																																																												
chr9:80010976-80021396:+																											1							1																																		1				
chr11:28384081-28455430:-																												1																																1												
chr1:191300403-191302816:-																																							1																																	
chr2:59555005-59555193:+																																										2																														
chr5:75322892-75324513:+										1																									1																																					
chr14:57971335-57971875:-											1		1		1					1				1					1										1									1			1									1				2								
chr19:40338343-40349548:-																																																								1																
chr19:5337563-5337953:-																																																																			1				3	
chr1:23932402-23938003:-																																												2																												
chr13:100100316-100113030:-																																																		1								1						1								
chr5:108625994-108626154:-																																																			1																					
chr9:113699691-113710819:+																																																				1																				
chr2:22977497-22984529:+																																																										1									2					
chr9:44707892-44709462:-																											1																																													
chr2:84868138-84870323:+																																															1																									
chr4:83539062-83614673:+		1																																																																						
chr12:88368920-88397850:+																																																				1																				
chr10:111565753-111566659:+							1																																																																	
chr1:150323309-150324989:+																												1																																												
chr5:9023586-9028291:-																																					1																																			
chr14:30877008-30877686:-																	1																																																							
chr6:127065730-127067697:-																																																			1																					
chr3:100077252-100078353:+																																																																1								
chr11:106114907-106115760:+																									1																																															
chr14:22667746-22667913:+																																					1																																			
chr12:59013766-59032957:-																				1																																																				
chr2:139789077-139793499:-			1																																1									1										3																		
chr11:97902692-97910592:-																											1																																													
chr2:119257070-119259043:-																																1																																		1						
chr15:85549612-85549785:-																																																	1																							
chr5:107325671-107414772:-												1																																																												
chr16:8510882-8511842:-																			1																																																					
chrX:158102135-158102300:-																								1																																																
chr4:136284953-136288471:-													1																																																											
chr2:70617221-70625354:-																																						1				3																											1		1	1
chr1:60299392-60300744:+																													2																																											
chr2:128571106-128604148:+																																1																																								
chr8:124663570-124665913:-																																					1												2																							
chr15:7319265-7347831:-																																						1																																		1
chr19:27790978-27827369:-																																																																			1					
chr9:62803113-62826767:-			1										1																																											2																
chr12:51669959-51708496:-				1														1																																					1												1					
chr9:121965972-121966667:+							1	1				1					1	1		1	1	2						1	1									1					1												1		1				3						1					1
chr2:157889839-157892133:+																																																																				2				
chr19:60201105-60208571:-																																																																						1		
chr11:72602983-72605309:+													1												1				1				1																																							
chr10:81015987-81016245:+																		1																																																						
chr9:55650827-55771888:-																																	1																																							
chr12:76118902-76122682:+																																										1																														
chr18:12952562-12974403:-											1														1		1	1																				3										1														
chr11:21213199-21214871:+															2				2												1							1		1																	1	1						1								1
chr2:29609669-29609810:-																1																																																								
chr1:165178453-165195074:-																																																							1																	
chrX:140358984-140359408:+																																																											1													
chr1:40042923-40049837:+					2																																																																			
chr7:140734809-140735349:-																	1																																																							
chr1:44196097-44201113:+					1																																														1							1														
chr9:70229674-70234558:+																	1														1																																									
chr1:74483572-74495379:-																					1																																																			
chr17:35602971-35741482:+							4							15										7						5	21			3			10	1	7			6							3				2						6						5	3	1	2		9		1
chr14:34446663-34453566:+																											1																																													
chr11:62469129-62469421:+																																																1																								
chr16:97669792-97678432:-													1																																									1																		
chr11:120712904-120713678:-																1																																																								
chr8:79797000-79803167:+																								1																																																
chr19:32678920-32684409:-																																																												1												
chr2:76569849-76621165:-																																																													1											
chr9:44164714-44177162:-																				1																																																				
chr12:78890303-78892016:-																																							1																																	
chr5:123004865-123006231:+																																																	2																							
chr11:23226427-23228324:+																																																		1																						
chr10:80565812-80568780:-																																																								1																
chr19:8989497-8992496:+													1																																																											
chr2:180612844-180613948:+																		1																																																						
chr11:23695429-23698891:-																																									1																															
chr4:100190808-100191713:+																									1																																															
chr14:70975886-70976495:+																															1																																									
chr11:51881267-51881833:-																																																	1																							
chr13:74480218-74480413:-																																																		1																						
chr19:8701704-8701847:+																																																																	1							
chr18:82682963-82689935:-					2				1				1																																																											
chr1:134949513-134955005:-								1																																																																
chr14:103513225-103534858:-																			1																																																					
chrX:101652648-101669276:-																																																						2		1																
chr14:47922178-47928434:+																																																															2									
chr16:93604101-93606309:+									1					1																																																										
chr4:123328493-123332459:-																						1																																																		
chr5:124783885-124795069:+																																												1																												
chr18:60757243-60846704:-																																						1																																		1
chr16:24374339-24378407:+																																																								1																
chr12:119153554-119172339:-													1																																																											
chr1:33815350-33825613:-																													1																																											
chr3:88075576-88075735:-																																1																																								
chr4:73688032-73698790:-																																															1																									
chr7:132590156-132591005:+																																																					1																			
chr5:113101692-113109514:-				1			1	2		1	3	2		1		1				3	1			3		2	1	1	1	2		1			2		4		2					3				2	3				1	3	1	1			2											1	1	
chr5:134250366-134250516:-																																	2																																							
chr2:121046148-121067350:-																																						1																													1					1
chr18:77730419-77730890:-																																												2																												
chr5:116327451-116338837:+																																																		1																						
chr11:68682689-68684094:+			2																																																																					
chr11:110160497-110160754:-																								1																																																
chr3:104696319-104699308:+																																	1																																							
chr12:87296162-87300032:-																											1																																													
chr11:77734343-77744228:+																																																			1																					
chr16:84840464-84879776:-																																																			1																					
chr18:56622777-56623810:-																																																														1										
chr1:52227838-52239046:-																																																																			1					
chr13:98866703-98867343:-														1																																																										
chr13:3604412-3606512:+																			1																																																					
chr9:79712068-79727988:-																						1																																																		
chr8:93917083-94096821:-																																																																						3		
chr11:90462548-90491106:-																													1																1				1																							
chr15:101254555-101254829:+																																																1																								
chr9:21450383-21456174:+									1																																																															
chr17:64973326-65021707:+																						2																																																		
chr10:127924997-127925981:+																												1																													1															
chr8:125567187-125568062:-																				1																																																				
chr11:54799866-54800938:+																																	1																																							
chr3:153635168-153642062:-																																																								1																
chr12:105766943-105771267:+																																																																				1				
chr11:67075998-67140939:+		20														2																																																	1							
chr7:120498591-120498769:+						3										3																										1			1												1							1	1							
chr7:110680173-110680713:-								1																																																						3										
chr1:160406743-160406944:-																									1																																															
chr13:9758859-9785811:-																																																																		2						
chr11:34605275-34624298:-																																																																							1	
chr13:72741326-72748757:-											1				1																1												2																													
chr4:126771422-126805077:-																																																						1																		
chr15:6813039-6816500:+																																																							2												3					
chr10:33315171-33323028:+																																																																				1				
chr2:59621120-59630522:+																																1																																								
chr14:78166187-78224205:+																																	1																											1												
chr9:60748122-60779565:+																																																																		1						
chr4:150729766-150734262:+																																		1											1														2													
chr6:113653548-113668032:+																																											1																													
chr8:34632642-34634996:+																																																																	1							
chr5:65536271-65537414:+																										2																																														
chr11:80276856-80278627:+																											1																																													
chr11:8469123-8482509:-																													1										1																																	
chr18:38432807-38441448:+																																											1														1										1		2			
chr5:73279556-73282937:-																																																1																								
chr13:55597121-55598165:+																																																																1								
chr8:77912405-77944214:+																																	1																																							
chr17:43711585-43721447:+																																						1																																		1
chr16:72809922-72821066:-																		1																																																						
chr6:119597272-119671692:-																				1																																																				
chr3:145704221-145708168:+																																											1																													
chr7:30658440-30658684:-																																																									1															
chr3:96435380-96435998:+						1																																																																		
chr2:18127056-18131040:+										1														1								1		1	2														1				1			1		1											1			
chr11:95180598-95191044:-																1																																																								
chr15:88690602-88690924:-																	1																																																							
chr2:103297422-103307265:-																								1																																																
chr15:63982755-64021524:-																											1																																													
chr6:142963609-143018420:-																																						1																																		1
chr12:111048158-111068142:+					1																																																																			
chr12:101867958-101868186:+															1																																																									
chr5:37905018-37905494:-																1																																																								
chr3:97488295-97501479:-																								1																																																
chr2:32921082-32944269:-																									1																																															
chr11:72334688-72334946:+																																	1																																							
chr4:126944357-126945218:-																																					1																																			
chr15:32269829-32271621:+			1										1	1					3								1					1		2																		1						3							1		3					
chr15:89137222-89141052:+																						1																										1					1					1														
chr8:70365573-70369350:-																						1								1																																										
chr5:31054561-31055949:+																														1																																										
chr2:76660936-76662149:-																																	1																																1							
chr9:106723858-106731493:+																																																														2										
chr10:128354797-128355082:-			1																																																																					
chr1:155803859-155809196:-											1																																					1																								
chr16:25620503-25639392:+																																																							1																	
chr5:139752225-139753193:+																																									1																															
chr17:64931523-65021707:+												1										1																																																		
chr1:150734890-150752246:-																				1																	1																										2				1					
chr4:124637429-124639975:+																						1																																		1		2	2													
chr1:60330993-60335154:+																																																1																								
chr16:51898804-51898982:+																																																1																								
chr10:13861296-13942428:+																																																															1									
chr16:85664914-85684837:-																																																															1									
chr10:109652115-109702860:-										1																																																														
chr15:83013416-83015716:+													1																																				1																							
chr17:81735611-81753022:-																																									1																															
chr6:137486080-137499910:-																						1																																																		
chrX:72534954-72535649:-																																			1																																					
chr15:35745793-35847153:+																																																																	2							
chr18:68197288-68239762:+																															1				1																																1					
chr19:6884910-6885400:-													1																																																										1	
chr14:70428882-70429024:-																		1																																																						
chr17:28934820-28935013:+																							2																																																	
chr3:153614986-153617669:-																																																											1													
chr2:91540667-91540827:-											1																																																													
chr1:66812065-66846763:-												1				2			1					3			3				1	2		1								1									2			1																	4	
chr4:74199134-74225251:+																															1																																									
chr1:11131550-11241015:+																2																																																								
chr12:110734463-110734611:+																															1																																									
chr3:151933840-151937549:+																																			1																																					
chr5:124510160-124510315:-																																																	1																							
chr16:31807758-31809283:-															1																																																						1			
chr9:100639743-100685407:+																				1																			1					3																												
chr15:35417657-35423443:+																																					1																													1						
chr18:46563737-46567433:-																																		1																																						
chr13:51866778-51867749:-																																					1																												1							
chr15:60914965-60926801:+																																										1																														
chr1:118466996-118528314:+																																														1																										
chr11:46868495-46868656:+																																																									1															
chr12:30023992-30056733:+												1																																																												
chr1:87306694-87307730:+														1																				1																													1									
chrX:100255319-100255577:+																																		1																																						
chr8:91658877-91716301:+																																																										1														
chr11:70548763-70549014:+																											1																																													
chr13:45075642-45084627:-																													1																																											
chr5:29463056-29468473:-																																																													1											
chr19:24323601-24327653:-				1																																																																				
chr10:4777591-4777791:+					1																																																																			
chr11:53290416-53295429:+					1			1																																								2						1																1		
chr17:74222672-74225552:-															1																																																									
chr5:142729158-142762497:-																						1																																																		
chr14:122116103-122142599:-																												1																																												
chr5:16519904-16545781:+																																1																																								
chr4:101041534-101046399:-																																									1																															
chr1:92379733-92398707:-					2							1																																																												
chrX:97769611-97776072:-								3		1				1	1									1			2		1					1			1	2						1		1		1				1					1		2	1												2
chr17:56927514-56929102:-																																																																				1				
chr2:33133691-33133961:+																																																															1									
chr9:86399020-86427446:+															1																													1		1																										
chr15:77657472-77658258:-																				1																																																				
chr14:45839022-45867210:-																					1																		1																	1					1						1				1	
chr6:108409607-108417648:+																																							1																																	
chr13:114994922-114995093:-																																																		1																						
chr2:20459278-20459425:-																																																			1																					
chr13:109876921-109909214:+			1												1	3	1		1		1																1						3		1			1							5									1								
chr11:100032908-100095836:+																				1																																																				
chr17:25418741-25420149:+																																					1																																			
chr6:33309146-33418974:+								1																																																																
chr10:117653249-117654514:-																										2									1																							1													1	
chr2:166897912-166898076:-																											1																																													
chr8:71790098-71790272:-							1																																																																	
chr7:96622689-96652099:+																									1																																															
chr10:84837646-84845491:+																																			1																																					
chr14:34413639-34453566:+																																			1																																					
chr11:45775226-45777278:-																																																					1																			
chr1:156697011-156735348:-				2																																								1														1		1											1	
chr9:86441468-86451448:-																																																											1													
chr19:5884349-5884538:-																																																																		1						
chr9:110265079-110268126:-																																																																						2		
chr12:85181353-85181579:+											1																																																													
chr1:72907848-72908068:+																									1																																															
chrX:41370043-41370214:-																												1																																												
chr5:124053254-124060326:+																															1																																									
chr19:47641824-47643689:-																																				1																																				
chr7:37660813-37682373:-			1						1										2			2		1										1				1			1								1		3				2			2			2	3			1		2					1
chr8:128142051-128201096:+				1									2							1												1																																								
chr10:33033009-33034274:+						1				1					1	1																		1									1						1	1																						
chr7:44166251-44166409:-																																					1																																			
chr2:24874026-24874168:-																																												1																												
chr19:37273282-37292916:-																																																	1																							
chr9:108410786-108422176:+																		1		1																																																				
chr9:20716219-20718940:+																				1																																																				
chr5:123755399-123779944:-																						1																																																		
chr10:33322996-33342457:+																																		1																																						
chr14:30864915-30865400:-																																												1																												
chr13:100220649-100230053:-				1																																																																				
chr4:137810204-137832747:+														1						1								1		1		1							1			1						1																		3						
